gene	pvalue
206	0.583906444311877
207	0.135171041907308
208	0.0379639937827706
209	0.720360463219592
210	0.719799199809255
211	0.848625233050948
212	0.000300831536181064
213	0.0558511901145963
214	0.637953661699827
215	0.0883379383423399
216	0.13711346487819
217	0.00388754751649504
218	0.0300579225599487
219	0.0111343084786606
220	3.04916388401135e-14
221	0.334789959465628
222	0.326143451134478
223	0.471284033905757
224	0.0222730796935773
225	0.414844723151527
226	0.00431595974947716
227	0.638012235396872
228	0.0739588462720378
229	0.991566086434832
230	6.45171884197015e-10
231	0.580608323993596
232	0.00731579767696097
233	0.236206466743738
234	0.226760375288965
235	0.441096988214661
236	0.990713999196978
237	0.0411584169128848
238	3.92720565762780e-09
239	0.616915924767994
240	0.00445067101009958
241	0.000653749493904877
242	0.213219772696671
243	0.457283009590184
244	0.0039961938944538
245	0.130556337017803
246	1.25502289404804e-07
247	9.8117651516581e-06
248	0.725528508019527
249	0.00731579767696097
250	0.42476825113369
251	0.108741953787145
252	0.719968344348925
253	0.916065237598002
254	0.911068751229148
255	0.328470524652138
256	0.929207031717276
257	0.651012422788271
258	0.954760481672271
259	0.0576989060793913
260	0.564951147478561
261	0.724762148119632
262	0.758691737071869
263	0.426762991109832
264	0.389711701724214
265	0.674970453849362
266	0.626317474051494
267	0.789555387426316
268	0.560191258440933
269	0.853218864541887
270	0.783105272233058
271	0.456730747384014
272	0.405395355579747
273	0.515880641663978
274	0.20274557551228
275	0.470063080134948
276	0.559320976311819
277	0.203907770705875
278	0.388456892826977
279	0.0273658143227833
280	0.832792471962816
281	0.773204076526059
282	0.703353165425555
283	0.969180692572065
284	0.237021090632271
285	0.552900991526463
286	0.876341747832009
287	0.0256241351113959
288	0.463054392983808
289	0.717416971611319
290	0.962703421763593
291	0.121187484904582
292	0.081269820161311
293	0.653392702668582
294	0.899889027169565
295	0.904242930646442
296	0.0290579182525371
297	0.699213321247886
298	0.000392831404920037
299	0.368514495670364
300	0.0518508110426133
301	0.176852825559938
302	0.205528783932183
303	0.143890500242398
304	0.0305772467881437
305	0.00285345600510542
306	0.394513977250077
307	0.534227187378759
308	0.963554888705206
309	1.96594803623163e-08
310	0.188653679728014
311	0.0766087050752471
312	0.621693864459765
313	0.551407204158635
314	0.0822341074829144
315	0.355852813328486
316	0.743974361999058
317	0.1470748789323
318	0.306108962917148
319	0.0657611000673238
320	0.529988087174516
321	0.376927412345132
322	0.59008357822022
323	0.931863827571304
324	0.378962885769396
325	0.138238434702472
326	0.570520172064361
327	0.433065570847614
328	0.0457802843733085
329	0.460317352838538
330	0.394404518194233
331	0.758532142645433
332	0.00225371902494692
333	0.121737926264626
334	0.66133104809375
335	0.368733053968509
336	0.176087550304556
337	0.518651367986665
338	0.59271173080531
339	0.731532700204476
340	0.00635248514529334
341	0.231111305396486
342	0.159445409318668
343	0.0139521155818377
344	0.980387183727126
345	0.0515029350293576
346	0.733128169393791
347	0.964482582278861
348	0.616368257129062
349	0.515691257198607
350	0.0527620156528177
351	0.0283098438211443
352	0.238373996108715
353	1.93047713422451e-05
354	0.432605994115314
355	7.29164098624407e-06
356	0.0397202794383848
357	0.170959718786311
358	0.00100582640979726
359	0.420343128335927
360	0.0607215866981226
361	0.490748468264891
362	0.000940117984634474
363	0.580034514468287
364	0.990819342238648
365	0.00278876898080142
366	0.141948830987033
367	0.393939945450329
368	0.804117561095587
369	0.866810807902164
370	0.0582719555962331
371	0.038142683122327
372	0.426406725510175
373	0.0226366674673293
374	0.29700247819348
375	0.583306259537866
376	0.448877819602711
377	0.653724063534234
378	0.309527357204287
379	0.588554385985046
380	0.753141351656872
381	0.571848891192774
382	2.70272039246769e-08
383	7.92382611603462e-06
384	0.404155958628616
385	0.989390687081105
386	0.561818843245059
387	0.675617545720224
388	0.0150006505114431
389	0.24662433061331
390	0.676569610935348
391	0.261256961167928
392	0.437605659144668
393	0.0509843924765466
394	0.724466326431131
395	0.700892338017485
396	0.171711434987277
397	0.958036373045682
398	0.922954563787673
399	0.233214675881691
400	0.749959631856714
401	0.302051633725325
402	0.925457486950326
403	0.994421226709119
404	0.620021173343898
405	0.0229643322051622
406	0.457120417067536
407	0.0508990811233215
408	0.376058629551487
409	0.316851122175839
410	0.00842795664513482
411	0.490427487599524
412	0.714493106788222
413	0.404218487380653
414	0.00602089505501444
415	0.984349359017623
416	0.631672660269127
417	0.786837801110212
418	0.405226416116677
419	0.175924353036387
420	0.0122816027161346
421	0.358941066817701
422	0.218303681592666
423	0.216237621103233
424	0.942319015915925
425	0.136038451824024
426	7.67887877008284e-13
427	0.285504719497672
428	0.484033125906376
429	0.104101952573708
430	0.559320976311819
431	0.573834953108645
432	0.888144198474599
433	0.228218616078353
434	0.397713804674285
435	0.357686885243422
436	0.116122741799997
437	0.0375429179469708
438	0.322420790262909
439	2.84298522597072e-06
440	0.0957435855600132
441	0.879806343472011
442	0.991281900023111
443	0.541686735090673
444	2.07835499633485e-08
445	0.419904501053049
446	0.981378477342937
447	0.680823433716191
448	0.381207301016883
449	0.840718027121358
450	0.00080090646396688
451	0.00881340410983044
452	0.973184312613115
453	0.978632290864659
454	0.815485957366881
455	0.00363816817761656
456	0.457839273294273
457	0.0565749285342976
458	0.549325840650358
459	0.977475941125928
460	0.999887615379981
461	0.359329023449425
462	0.396788558702407
463	0.40384126495471
464	0.927613058893626
465	0.494057845460287
466	0.663138861941378
467	0.793447196084054
468	0.0257444173207123
469	0.78388806220068
470	0.256357540048485
471	0.165903954264206
472	0.592793991438628
473	0.172903810380722
474	0.000860280299244803
475	0.297760239737768
476	0.593852778142887
477	0.015364393527701
478	0.432605994115314
479	0.035719153844292
480	0.50045495661126
481	0.000415752080233065
482	0.272286284323016
483	0.00133016324459905
484	0.651012422788271
485	0.552723407507139
486	0.936771684367312
487	0.482338889147318
488	0.2823783565305
489	0.862652269314447
490	0.709665522914927
491	0.0426348013119288
492	0.140424104392873
493	0.0106414146592167
494	0.441094291687333
495	0.117140541280169
496	0.221772112777356
497	0.588415327988289
498	0.861002490683162
499	0.00327693948170189
500	0.0156343826593811
501	0.213991470022292
502	0.693510630776971
503	0.100533515022074
504	0.0782370077223202
505	0.235578259011047
506	0.0273063157670407
507	0.84802848035628
508	0.368733053968509
509	1.15841252409984e-07
510	3.09657780355862e-05
511	0.261375561079336
512	0.194874280290933
513	0.905705154893112
514	0.107872608746829
515	0.432605994115314
516	2.63710396788287e-08
517	0.222717475658099
518	0.34456234970674
519	0.201297842542984
520	0.677667745758259
521	0.00143054702698937
522	0.758403709099124
523	0.115086177903787
524	0.393386091010001
525	0.583669084555165
526	5.62179957345831e-06
527	0.676784591549215
528	5.62863500696841e-10
529	0.1126162324018
530	0.624939247621233
531	0.568779946703891
532	0.285861622792831
533	0.433657131139875
534	0.273760307324451
535	0.620119273382978
536	0.00116009258306114
537	0.0957745202656568
538	0.288840996733993
539	0.102349285267789
540	0.154883985748478
541	0.00364225712801752
542	0.065035025303355
543	0.103618616223505
544	0.657808268524105
545	0.0857906852533233
546	0.510038795676257
547	0.186042549284234
548	0.806135330204253
549	0.698617337142135
550	0.601375734864522
551	0.0549249546190251
552	1.45105163504194e-24
553	0.4568808697359
554	0.303629387980513
555	0.214475955123027
556	0.109694007187706
557	0.580273131636092
558	0.362574731749329
559	0.663138861941378
560	0.645667553740279
561	0.159332540967588
562	0.345163859779487
563	0.376058629551487
564	0.84215814252495
565	0.352558820125085
566	0.714826618042861
567	0.994619650248072
568	0.807177884276687
569	0.471136909210107
570	0.034554475493658
571	0.868761313542805
572	0.105659472418698
573	0.999010522787586
574	0.493928016121685
575	0.343767410833617
576	0.000535088861862192
577	0.994421226709119
578	0.175641846189061
579	0.809200221592251
580	0.0971163594548267
581	0.159496730240151
582	0.488103389021079
583	0.706931085465508
584	7.2865899104375e-06
585	0.0534768711727826
586	0.952228707523337
587	0.0794889879031746
588	0.22441116239867
589	0.0236263232018775
590	2.51926281166563e-12
591	0.0766087050752471
592	0.184623692454574
593	0.405907971788362
594	0.0172021511132536
595	0.00164813368225038
596	0.923117062647165
597	0.0490905409638316
598	0.747538104845026
599	0.411620355932314
600	0.202614609365945
601	0.24287135091151
602	0.181199525777385
603	0.201175124671437
604	0.531980355891665
605	0.803780070759077
606	0.161316400240041
607	0.941472507471896
608	0.949085475023947
609	0.345163859779487
610	0.0104582529790293
611	0.232673056650434
612	0.287877330628886
613	0.733391649477207
614	0.405395355579747
615	0.675617545720224
616	1.63857391121001e-07
617	0.000364351557738926
618	0.123768409958921
619	0.196699094609893
620	0.423551490934389
621	0.208795156034902
622	0.443487512509602
623	0.665814900897941
624	0.00440154685993055
625	0.0677888827080506
626	0.261473279408249
627	0.419165987729112
628	0.30729367793034
629	0.233706842846466
630	0.732018045791745
631	0.625881921901415
632	0.547785753629906
633	0.452240212459006
634	0.120880630570488
635	0.348816833450372
636	0.944637178819343
637	0.0122623310902372
638	0.0829395339500487
639	0.283042450996343
640	1.69314249425784e-05
641	0.000163406176181244
642	0.156337454931881
643	0.000710346695241835
644	4.05241625018101e-26
645	0.0171174556565039
646	0.217940574940877
647	0.000617075272275557
648	0.191168760845115
649	0.548058006008212
650	0.00420872051873727
651	0.0147763090428426
652	0.803999147029761
653	0.20977255859703
654	0.900713704387863
655	0.759120332737271
656	0.97575630724365
657	0.458865243908931
658	0.931024470483089
659	1.9785083749968e-05
660	0.621693864459765
661	0.0123664386666531
662	0.0809306463923406
663	0.61289214656054
664	0.27529313192588
665	0.22441116239867
666	0.0181040539662651
667	0.516714294305312
668	0.539495570627509
669	0.254080602280713
670	0.0039804971089164
671	0.104419896288738
672	2.8608709904597e-07
673	0.575920026211218
674	0.152612542243066
675	0.145317705306721
676	0.236745796832585
677	0.434097874509667
678	0.0297954574701219
679	0.996493079200128
680	0.291542985335417
681	0.48801665359109
682	0.230106053684768
683	0.0924280093943097
684	0.177779121051674
685	0.436131220696218
686	0.79835198420073
687	0.543388621777441
688	0.672575985677171
689	0.305814332758112
690	0.855296492392763
691	0.889615911132648
692	0.892168624401921
693	0.00157577664507127
694	0.391198801570289
695	0.139418847946491
696	1.7244998886913e-05
697	0.464868439196549
698	0.684606364890118
699	2.97154046601808e-08
700	0.411459178549183
701	0.615291332290305
702	0.807668528585426
703	0.724988572130432
704	0.716954455909324
705	0.712681120654879
706	0.363262147791457
707	0.248118449247189
708	0.0252416021563642
709	0.026729712450951
710	0.200402570662543
711	0.00173899609688609
712	0.504940832587673
713	0.881617734332319
714	0.803856539487711
715	0.0619591078038856
716	0.580880443171579
717	0.435991769783472
718	0.229964177675199
719	0.0157221991792587
720	0.00580335122325728
721	0.477309900955329
722	0.744704528204504
723	0.527071832921047
724	1.81214302516167e-12
725	0.00824253551824548
726	0.627837168530449
727	0.815744304273243
728	0.00183359367714201
729	0.131645074953858
730	0.137008618248556
731	0.144218631047389
732	0.388456892826977
733	0.506525015704523
734	0.31602777819066
735	0.816841745773723
736	0.715870088750486
737	0.47115339979472
738	0.753537663060964
739	0.259635185918558
740	0.427314397962074
741	0.808870892341718
742	0.0374669447457947
743	0.141671127315101
744	0.290271982670131
745	0.00595951253761764
746	0.199497099851413
747	0.633593718957851
748	0.0651551985976484
749	0.023940606594798
750	0.0650591582339931
751	0.403436902931779
752	0.420027278434066
753	0.0986455642805258
754	0.679763147157501
755	0.414844723151527
756	0.533101490963878
757	0.0201135235530075
758	0.377786952873622
759	0.0522550334709882
760	0.0102482634134616
761	0.0505773378191223
762	0.412534306814791
763	0.378503858368899
764	0.351950733412598
765	0.618749196448491
766	0.548107858896215
767	0.184960587368931
768	0.560571247223915
769	0.899197403527632
770	0.0128721593483984
771	0.0671285995024829
772	0.132079117685435
773	0.820625643560415
774	0.722468132572231
775	0.675862364236503
776	0.0115257529727449
777	0.266369000427261
778	0.0421030789587044
779	0.330680349244156
780	0.809101607987834
781	0.00868541892869151
782	0.33021874515927
783	0.469272804388567
784	0.116652144664304
785	0.870524444383765
786	0.000214579476077127
787	0.2179967902492
788	1.86094685161416e-16
789	0.706999141884296
790	0.213027983878724
791	0.00239468075242942
792	0.515012475637303
793	0.947036245483507
794	0.580880443171579
795	0.014391709958715
796	0.605882453655465
797	0.0129658025255211
798	0.24029587602667
799	0.377911102016175
800	0.247278848021042
801	0.442617905720499
802	0.334780563588367
803	0.81720469066348
804	0.00520008810255204
805	0.62545026165046
806	0.68487763141283
807	0.013735341602387
808	0.463547249188111
809	0.00382911471786084
810	0.312930777818351
811	0.124665046414247
812	0.621693864459765
813	0.306005675014813
814	0.333511967085386
815	0.979756701410451
816	0.68209677212659
817	0.0201220279681173
818	0.604630029930892
819	0.170959718786311
820	0.185056600828575
821	0.448330139187072
822	0.268643339781681
823	0.525445337138373
824	0.416833961590873
825	0.404138617163425
826	0.504294887153376
827	0.00656330532633429
828	1.41589461501412e-06
829	0.343952611093914
830	0.0988661480815289
831	0.861836373225405
832	0.588571739074752
833	0.847068857968315
834	0.00989936439608625
835	0.506985318823044
836	0.869132072003274
837	0.0229503005206183
838	0.0155367387845238
839	0.815336764068332
840	0.265821317752697
841	0.443543982963598
842	0.530694370628323
843	0.0032003288706682
844	0.389711701724214
845	0.0902685127778652
846	0.71215357426253
847	0.804252751295082
848	0.309962386924625
849	0.177344499792001
850	0.57215451708955
851	0.0121956695145883
852	0.77034452090513
853	0.132079117685435
854	0.665729115801435
855	0.913063311253655
856	0.463918274559203
857	0.803055487676278
858	0.661022493894617
859	0.991876783242205
860	0.111249208764766
861	0.379188781527389
862	0.380487133569149
863	0.96890716610228
864	0.479411988477764
865	0.233616653296491
866	0.485318667494883
867	0.3852409147674
868	0.697773397850355
869	0.885438814829623
870	0.496155692839111
871	0.0859457251438675
872	0.553851504271474
873	0.154778640068372
874	0.648973105834658
875	0.0602577747184823
876	0.57215451708955
877	0.652285892036845
878	0.31041265976326
879	0.389319843858185
880	0.086928134349459
881	0.426887809702392
882	0.486446641276145
883	0.72667970461406
884	0.463054392983808
885	0.0387694393917614
886	0.0348403035291666
887	9.9182820928441e-18
888	0.237836147138491
889	0.0338527602525701
890	0.652285892036845
891	0.734097083629593
892	0.216344857515011
893	0.720855252204166
894	0.81971534526562
895	0.12166224658039
896	0.223922753330095
897	0.873761694992784
898	0.0159885377814751
899	0.304526908347719
900	0.583656760257679
901	0.462468356561544
902	0.785352916201969
903	0.265193304070262
904	0.0218333116749978
905	0.067762990534033
906	0.870646864223517
907	0.647156919143789
908	0.455737673332372
909	0.999887615379981
910	0.0695478269852637
911	0.586394230015048
912	0.0272337377355794
913	0.307133055802595
914	5.21553965526737e-16
915	0.191781053362621
916	0.964218054783418
917	0.00229997395874526
918	0.710022294307877
919	0.59719143630627
920	0.417485066185431
921	0.499925547787695
922	0.298408726431689
923	0.0910030140701511
924	0.0415225734053601
925	0.236127141865758
926	0.799149862345233
927	0.931273315422624
928	0.247732405069485
929	0.952307944021653
930	0.302485435215888
931	0.160251136403024
932	0.546502450295392
933	0.979799972175135
934	0.94318882164207
935	0.637386341143405
936	0.316934803496306
937	0.998159022975253
938	0.0403390569863143
939	0.00831830091251805
940	0.0799176464310982
941	0.340851535858042
942	0.0960409728363106
943	0.322744786340126
944	0.473439384524663
945	0.187769653434703
946	0.259635185918558
947	0.971840761537815
948	0.510542631293366
949	0.832646933770658
950	0.0366243523639377
951	0.513626713404897
952	0.717416971611319
953	0.146618076852835
954	0.00199342409715021
955	0.065653365773713
956	0.689986124115297
957	0.291080414959889
958	1.7244998886913e-05
959	0.878875470079569
960	0.901506520095357
961	0.030689601145064
962	2.6371231727508e-29
963	0.0441628705573826
964	0.0640204747190077
965	0.465221774902906
966	0.117289796032603
967	0.684531431090251
968	0.813401844694104
969	0.896838729668707
970	0.503648722443568
971	0.207284835614383
972	0.897559079652176
973	0.0472065214619088
974	0.952813178393731
975	0.170959718786311
976	0.298392123580729
977	0.00171758865488763
978	0.993781425461261
979	0.967043351812746
980	0.684044776584736
981	0.0756422586820488
982	0.992172669585777
983	1.14316121353992e-09
984	0.00285345600510542
985	0.124975499265703
986	0.528534760656246
987	0.0816427325630446
988	0.97140725714565
989	0.019554130415219
990	0.0170294299262222
991	0.780428055087568
992	0.986156998699659
993	9.23881475260684e-05
994	7.8028498103143e-11
995	0.553278569849607
996	0.0342688034267345
997	0.513135297954466
998	0.870605525908955
999	0.13971420472543
1000	0.110572361527678
1001	0.191655062442651
1002	0.262300447425903
1003	5.7824586428313e-05
1004	0.386608999788422
1005	0.595971372524955
1006	0.769064659374308
1007	0.330176345138046
1008	5.71463531057031e-13
1009	0.579802168876222
1010	0.422406685616157
1011	0.694639841781688
1012	0.362078675471917
1013	0.435211657878195
1014	0.165531399251081
1015	0.464838606065836
1016	0.00417356682155108
1017	6.90018276184986e-06
1018	0.314616319963325
1019	0.41773549532767
1020	0.941130784320158
1021	0.405958161170353
1022	0.256082087959964
1023	0.846672122534221
1024	0.330148564210071
1025	0.162115176280263
1026	0.627003081303795
1027	0.704230256916738
1028	0.953692703950926
1029	0.0305622863126318
1030	0.202683318657298
1031	0.157239686573371
1032	0.000192292525933903
1033	0.635724097632429
1034	0.967377512411472
1035	0.0944369508686354
1036	4.05191580515117e-05
1037	0.269024729376183
1038	0.907607886210378
1039	0.562783804672462
1040	0.197818058610723
1041	0.437056994880393
1042	0.152612542243066
1043	0.0501715318780285
1044	0.0127866274195423
1045	0.0151937350180306
1046	0.129596017219341
1047	0.958036373045682
1048	0.901881344583451
1049	0.559039725455096
1050	0.0792111401763524
1051	0.1442018918432
1052	0.000109287288914747
1053	0.439821831621624
1054	0.896691218533996
1055	0.582307598919016
1056	0.913980033098168
1057	0.159157650864295
1058	0.242024663127626
1059	0.859015337889543
1060	0.160946261391784
1061	0.209287270653709
1062	0.0155280370875282
1063	0.261425515441021
1064	0.503619075438033
1065	0.55693491055588
1066	0.405846854175783
1067	0.34035574925793
1068	0.742211208758597
1069	0.900992548809566
1070	0.0698532000914888
1071	0.0232071037843172
1072	0.652285892036845
1073	0.527331130287935
1074	0.257133720677383
1075	0.204382118089219
1076	0.975369549079706
1077	0.647326380043219
1078	0.241456349475281
1079	0.589681561885573
1080	0.896361574692127
1081	0.935326203217461
1082	0.00569489213371563
1083	0.000396569331627266
1084	0.499779358470988
1085	0.410425181428347
1086	0.496023924252099
1087	0.0509994653988715
1088	6.92809804325048e-09
1089	0.710918012197314
1090	0.320187855107622
1091	0.0306438092636401
1092	0.57215451708955
1093	0.0240192877536287
1094	0.48114859700707
1095	0.160479093634703
1096	0.266820306329738
1097	0.463768459751655
1098	0.663018254706099
1099	0.0654595778274628
1100	0.0400480033727996
1101	3.95011117955727e-07
1102	0.506093078964459
1103	0.604419900877672
1104	0.44322736141769
1105	0.116414386668772
1106	2.51572820239068e-13
1107	6.66117171153439e-12
1108	0.313118018682108
1109	0.940125925326736
1110	0.0893108722686611
1111	0.815447396299995
1112	0.279597461612432
1113	1.22666764907052e-10
1114	0.509225026729409
1115	0.358080931174735
1116	0.560939408716617
1117	0.634812032845688
1118	0.000106259936691442
1119	0.00461467610481024
1120	0.712200296832106
1121	0.24287135091151
1122	0.284920707189438
1123	0.166014727200119
1124	0.932187710451822
1125	0.748297997867101
1126	0.633191257192576
1127	0.552151554465508
1128	0.165052287200073
1129	8.43240836484547e-16
1130	0.3116285779558
1131	0.201615988774194
1132	0.533921236206195
1133	0.433517559157745
1134	0.0541260798371767
1135	0.225621658499992
1136	1.453236563232e-05
1137	0.700719365991557
1138	0.00250759422700224
1139	0.0742749253740892
1140	0.275746267019175
1141	0.732692992046045
1142	0.866670419664618
1143	0.137194085897205
1144	0.968128283468855
1145	0.325620970778995
1146	0.307393749313609
1147	0.937233465404124
1148	0.387860806449371
1149	0.43886738143529
1150	0.131969448981219
1151	0.0016049051659188
1152	0.437820556567919
1153	0.136941733625253
1154	0.320771011209329
1155	0.629473666849838
1156	0.263666481548035
1157	0.716714071049107
1158	0.675517778128054
1159	0.208761077875075
1160	0.124679469596388
1161	0.579763293687733
1162	0.147105598875849
1163	0.183508798546116
1164	0.344462669601804
1165	0.748297997867101
1166	0.322744786340126
1167	3.17314147808848e-18
1168	0.615291332290305
1169	0.166815332385474
1170	0.850283590070579
1171	0.0671227119128029
1172	0.940591012539922
1173	0.196165151589384
1174	0.0388234978949212
1175	0.944637178819343
1176	0.208433554429801
1177	0.951132181976277
1178	0.171133945570422
1179	0.218063408628663
1180	0.187439848232437
1181	0.00524125550717866
1182	0.790175879287582
1183	0.589371689164667
1184	0.951762979788673
1185	0.197701776015
1186	0.0130722008247146
1187	0.0514601219775941
1188	0.586394230015048
1189	0.665774212584699
1190	0.832937880294273
1191	0.121191427266575
1192	0.188612984892362
1193	0.0393597986782861
1194	0.264733198673639
1195	0.126519961518748
1196	0.524218176454035
1197	0.755962503383397
1198	0.174682678803428
1199	0.0479695686238899
1200	0.841957018170137
1201	0.0129080585372639
1202	0.0598211201663856
1203	0.956480120357685
1204	1.66547262590114e-09
1205	0.661912061819387
1206	0.209358615906681
1207	0.289160426007026
1208	0.716220228709439
1209	0.00157412069621719
1210	0.387860806449371
1211	0.668861155105605
1212	0.05614201072523
1213	0.979799972175135
1214	0.57041274234705
1215	0.016465040423472
1216	0.390041800251058
1217	0.115219919768679
1218	0.166650474586971
1219	0.184739977923412
1220	0.494801107410507
1221	0.00838915839939079
1222	0.80727412868215
1223	0.302263558554027
1224	0.110659551970646
1225	0.00666784228272403
1226	0.50692091378347
1227	1.67118090746265e-05
1228	0.234153909390916
1229	0.498474022163272
1230	0.45608745728832
1231	0.184123491836652
1232	0.176803118036154
1233	0.358080931174735
1234	0.0382730917811966
1235	0.907607886210378
1236	0.765695613454229
1237	0.0511669369513986
1238	0.200402570662543
1239	0.256540578087596
1240	7.03527619011371e-05
1241	0.786979528298276
1242	0.989649908668293
1243	0.0278218619053363
1244	0.247358835680247
1245	0.00736705890687295
1246	0.172338924207787
1247	0.0366920580896975
1248	0.119692361370964
1249	0.0595410251482648
1250	0.763084851824979
1251	0.0482730042564463
1252	0.958036373045682
1253	0.796147219378581
1254	0.00483228317375947
1255	0.00278955463591427
1256	0.00373841219823635
1257	0.682564029799517
1258	0.041211203600396
1259	0.997754774935985
1260	0.335911174863407
1261	0.000500264653972464
1262	0.546878695852566
1263	0.15739108740212
1264	0.674970453849362
1265	0.0823054093079731
1266	0.0788018696361829
1267	0.151449941143617
1268	0.000187141452167691
1269	1.63221327778858e-07
1270	0.0581040675732654
1271	0.459368019010833
1272	0.269583713652938
1273	0.306542296286223
1274	0.481165415458449
1275	0.257133720677383
1276	4.49713329272543e-08
1277	0.458925928148323
1278	0.306368287252867
1279	0.942963467184493
1280	0.793149842758987
1281	0.381868972302723
1282	0.339690911402021
1283	0.757616596502457
1284	1.34685892362844e-18
1285	0.00367101300842234
1286	0.343793044132362
1287	0.00175219765345183
1288	0.795458209470937
1289	0.266369000427261
1290	0.548016052439396
1291	0.953692703950926
1292	1.42163040831107e-10
1293	0.514878611291039
1294	0.803780070759077
1295	0.0861919409152558
1296	3.79637837400469e-05
1297	0.987170012228281
1298	4.85576863274498e-12
1299	0.551099439384986
1300	0.940147013163863
1301	0.0181745941358979
1302	0.236300983703932
1303	0.745110330105271
1304	0.327985189468847
1305	0.111643713028401
1306	0.074277386067265
1307	0.87029490690327
1308	0.255055119125109
1309	0.73627298477335
1310	0.00271451338517504
1311	0.921896649652742
1312	0.778781819800512
1313	0.39647479945971
1314	0.00868467451308328
1315	0.0483938930595264
1316	0.27501900570648
1317	0.77876739324295
1318	1.27242966955026e-05
