gene_id	variable	value
194	r2_diff	0.101563270013344
195	r2_diff	0.101515977890685
196	r2_diff	0.10147497870079
197	r2_diff	0.101453674881285
198	r2_diff	0.101412404279636
199	r2_diff	0.101405536270496
200	r2_diff	0.10138792162614
201	r2_diff	0.101383308560641
202	r2_diff	0.101347310458978
203	r2_diff	0.101201426638356
204	r2_diff	0.101178016425555
205	r2_diff	0.101162446074148
206	r2_diff	0.101151674471913
207	r2_diff	0.101113660378083
208	r2_diff	0.101089152360144
209	r2_diff	0.101053617117269
210	r2_diff	0.101046288019105
211	r2_diff	0.101012483522601
212	r2_diff	0.100944557805417
213	r2_diff	0.100895831636338
214	r2_diff	0.100761553182135
215	r2_diff	0.100688105364174
216	r2_diff	0.100638481757488
217	r2_diff	0.100625617954714
218	r2_diff	0.100616598960306
219	r2_diff	0.100604215095348
220	r2_diff	0.10051886902317
221	r2_diff	0.100475873792048
222	r2_diff	0.100470147141104
223	r2_diff	0.100441403992822
224	r2_diff	0.10041235209109
225	r2_diff	0.10033263529174
226	r2_diff	0.100305265754714
227	r2_diff	0.100261369345864
228	r2_diff	0.100246322032202
229	r2_diff	0.100230173236461
230	r2_diff	0.100173896290071
231	r2_diff	0.100144567860165
232	r2_diff	0.100128879047538
233	r2_diff	0.100065123835573
234	r2_diff	0.100045381008008
235	r2_diff	0.0999606394002495
236	r2_diff	0.0999040572746967
237	r2_diff	0.0998472559785429
238	r2_diff	0.0998156683426987
239	r2_diff	0.0997814914275655
240	r2_diff	0.0997791979450986
241	r2_diff	0.0997667602462239
242	r2_diff	0.099751117523601
243	r2_diff	0.099714211975846
244	r2_diff	0.0997050913644901
245	r2_diff	0.0996734576960777
246	r2_diff	0.0996721843568101
247	r2_diff	0.0996423920299694
248	r2_diff	0.0995962697803229
249	r2_diff	0.0995220216424392
250	r2_diff	0.0994840298016019
251	r2_diff	0.0994129071924532
252	r2_diff	0.0993586523276787
253	r2_diff	0.0993352636161756
254	r2_diff	0.0993344779792604
255	r2_diff	0.0993163785578784
256	r2_diff	0.0993154070023383
257	r2_diff	0.0992167859649279
258	r2_diff	0.0991608396276675
259	r2_diff	0.0991507330902683
260	r2_diff	0.0991417708850133
261	r2_diff	0.0990961093364448
262	r2_diff	0.0990051297305419
263	r2_diff	0.0990041338440566
264	r2_diff	0.0989599410915564
265	r2_diff	0.098958645158618
266	r2_diff	0.0989472823055431
267	r2_diff	0.0988874394339099
268	r2_diff	0.0988224887149498
269	r2_diff	0.0987898405671481
270	r2_diff	0.0987889503396838
271	r2_diff	0.0987636451206824
272	r2_diff	0.0987457095460228
273	r2_diff	0.0987243780436764
274	r2_diff	0.0987001178096786
275	r2_diff	0.0986798569160233
276	r2_diff	0.0986417112226988
277	r2_diff	0.0986057580895242
278	r2_diff	0.0985876671122725
279	r2_diff	0.0984298843350734
280	r2_diff	0.0984072005132652
281	r2_diff	0.0983693952348254
282	r2_diff	0.0983488816759381
283	r2_diff	0.0982191863720197
284	r2_diff	0.098181471394791
285	r2_diff	0.0981149641208256
286	r2_diff	0.0981036833836638
287	r2_diff	0.0980627857655825
288	r2_diff	0.0980339482952467
289	r2_diff	0.0980266062849544
290	r2_diff	0.0979794055188908
291	r2_diff	0.0979384436304206
292	r2_diff	0.0978509991833065
293	r2_diff	0.0978400069634299
294	r2_diff	0.0978374222276736
295	r2_diff	0.0978185293142084
296	r2_diff	0.0977971107086196
297	r2_diff	0.0977962923404286
298	r2_diff	0.097748221348206
299	r2_diff	0.0977020350359594
300	r2_diff	0.0976591217189775
301	r2_diff	0.0976498350021813
302	r2_diff	0.0976232784343607
303	r2_diff	0.0976113496716295
304	r2_diff	0.0976014332267962
305	r2_diff	0.0975528363133357
306	r2_diff	0.0975348884090248
307	r2_diff	0.0975319798327852
308	r2_diff	0.0975173118365912
309	r2_diff	0.0975056986549657
310	r2_diff	0.0974576312742172
311	r2_diff	0.0974513936971891
312	r2_diff	0.0974440535823023
313	r2_diff	0.0973996515543643
314	r2_diff	0.0973699400107799
315	r2_diff	0.0973509760801319
316	r2_diff	0.0973443706707017
317	r2_diff	0.0972659282698259
318	r2_diff	0.0971455224455083
319	r2_diff	0.0971429369559926
320	r2_diff	0.0971414044284267
321	r2_diff	0.0971335587668539
322	r2_diff	0.0971275313321555
323	r2_diff	0.0971246276912653
324	r2_diff	0.0970674658091136
325	r2_diff	0.0970490585184854
326	r2_diff	0.0970332548222385
327	r2_diff	0.0970188237609296
328	r2_diff	0.0970173360380755
329	r2_diff	0.0970044395380473
330	r2_diff	0.0969955589947056
331	r2_diff	0.0969624755600182
332	r2_diff	0.0969340410158155
333	r2_diff	0.0969286586462892
334	r2_diff	0.0969218079735888
335	r2_diff	0.0968593557271743
336	r2_diff	0.0968027092576866
337	r2_diff	0.096791194912211
338	r2_diff	0.0967540408436637
339	r2_diff	0.0967411623826288
340	r2_diff	0.0967335927960915
341	r2_diff	0.0967320374573922
342	r2_diff	0.0967097541740615
343	r2_diff	0.0966692888670896
344	r2_diff	0.096494179608274
345	r2_diff	0.0964796314994747
346	r2_diff	0.0964256781179015
347	r2_diff	0.09642562941267
348	r2_diff	0.0963591763667229
349	r2_diff	0.0963467994515377
350	r2_diff	0.0963395545233769
351	r2_diff	0.0963285110225003
352	r2_diff	0.0963199390223734
353	r2_diff	0.096315866116845
354	r2_diff	0.0963086811844112
355	r2_diff	0.0962628178564793
356	r2_diff	0.0962186740653578
357	r2_diff	0.0961580404676394
358	r2_diff	0.0960632934771549
359	r2_diff	0.0960612709140252
360	r2_diff	0.096033326397738
361	r2_diff	0.0960034221428196
362	r2_diff	0.0959697536676914
363	r2_diff	0.0959448526656315
364	r2_diff	0.0957868620651601
365	r2_diff	0.0957639213294953
366	r2_diff	0.0957555010163961
367	r2_diff	0.095753568280567
368	r2_diff	0.0956673724670656
369	r2_diff	0.0956572783135332
370	r2_diff	0.0956257450727299
371	r2_diff	0.0956009534440252
372	r2_diff	0.0955930070068045
373	r2_diff	0.0955776893382227
374	r2_diff	0.0955228621738853
375	r2_diff	0.0955144070239147
376	r2_diff	0.0954963123846493
377	r2_diff	0.0954773260411143
378	r2_diff	0.0954564592948333
379	r2_diff	0.0954561094768756
380	r2_diff	0.0954269327005396
381	r2_diff	0.0954145420727823
382	r2_diff	0.0954072464467073
383	r2_diff	0.0953875125805749
384	r2_diff	0.095374609071822
385	r2_diff	0.0953536110547989
386	r2_diff	0.0953327121301021
387	r2_diff	0.0953305026535855
388	r2_diff	0.0952669499058535
389	r2_diff	0.0952038335225405
390	r2_diff	0.0951913541247201
391	r2_diff	0.0951675976086226
392	r2_diff	0.0951195125305264
393	r2_diff	0.0950492029685571
394	r2_diff	0.0949248276469764
395	r2_diff	0.0948705677457943
396	r2_diff	0.0948316156220563
397	r2_diff	0.0948301282707236
398	r2_diff	0.0948269477124533
399	r2_diff	0.0947477450052081
400	r2_diff	0.0947444962714169
401	r2_diff	0.0945705169833307
402	r2_diff	0.0945409357733697
403	r2_diff	0.0945177512628604
404	r2_diff	0.0945089872345403
405	r2_diff	0.0944808945272833
406	r2_diff	0.0944795523734407
407	r2_diff	0.0944566784523501
408	r2_diff	0.094424242776205
409	r2_diff	0.0944114575053633
410	r2_diff	0.0943648542133855
411	r2_diff	0.0943510159541652
412	r2_diff	0.0942662192795293
413	r2_diff	0.0942353291203807
414	r2_diff	0.0942340529158726
415	r2_diff	0.0941629196113016
416	r2_diff	0.0941564059697756
417	r2_diff	0.0940562813826707
418	r2_diff	0.0939927574154764
419	r2_diff	0.0939858579887871
420	r2_diff	0.0939386238959454
421	r2_diff	0.0939108478953148
422	r2_diff	0.0939089762584113
423	r2_diff	0.0939034092869256
424	r2_diff	0.0938815348880442
425	r2_diff	0.09387527169192
426	r2_diff	0.0937429253395239
427	r2_diff	0.0936571636935526
428	r2_diff	0.0935962690869171
429	r2_diff	0.0935894431927156
430	r2_diff	0.0935838738574297
431	r2_diff	0.0935729858811299
432	r2_diff	0.0935557297543731
433	r2_diff	0.0935556041502201
434	r2_diff	0.0935483567441452
435	r2_diff	0.0935475861004611
436	r2_diff	0.0935038031103419
437	r2_diff	0.0934442335221178
438	r2_diff	0.0933695854920578
439	r2_diff	0.0933533329435598
440	r2_diff	0.0933520322753541
441	r2_diff	0.093335140062981
442	r2_diff	0.0933066316846914
443	r2_diff	0.0933061525663589
444	r2_diff	0.0932943765241313
445	r2_diff	0.0932720340381538
446	r2_diff	0.0932453018549756
447	r2_diff	0.0932437209676197
448	r2_diff	0.0932349647856486
449	r2_diff	0.09322528094156
450	r2_diff	0.093219779357717
451	r2_diff	0.0931865618485181
452	r2_diff	0.0931698608573259
453	r2_diff	0.0931591905909059
454	r2_diff	0.0930789920515819
455	r2_diff	0.0930527045637941
456	r2_diff	0.0930096548586551
457	r2_diff	0.0930070997327052
458	r2_diff	0.0929590170022158
459	r2_diff	0.0929401516610653
460	r2_diff	0.0929248521742215
461	r2_diff	0.0929194254381261
462	r2_diff	0.0929136959758782
463	r2_diff	0.0928755055914584
464	r2_diff	0.0928586512265525
465	r2_diff	0.0928466405202958
466	r2_diff	0.0928313333364644
467	r2_diff	0.0928283817400976
468	r2_diff	0.0927766392824763
469	r2_diff	0.0927151461596907
470	r2_diff	0.0926983210044974
471	r2_diff	0.0926877924784669
472	r2_diff	0.0926620316660822
473	r2_diff	0.0926492585864673
474	r2_diff	0.0926431230254802
475	r2_diff	0.0926375435317944
476	r2_diff	0.0926240446456142
477	r2_diff	0.0925947055931923
478	r2_diff	0.0925669666504733
479	r2_diff	0.0924888624007522
480	r2_diff	0.0924682043527558
481	r2_diff	0.092444747758744
482	r2_diff	0.0924310339021763
483	r2_diff	0.0924135572352542
484	r2_diff	0.0924059692561687
485	r2_diff	0.092328432615174
486	r2_diff	0.0922658651314086
487	r2_diff	0.0922630546257108
488	r2_diff	0.0922532373260839
489	r2_diff	0.0922359040987405
490	r2_diff	0.0922114598552333
491	r2_diff	0.0921863762943437
492	r2_diff	0.0921092463072295
493	r2_diff	0.0920956927716172
494	r2_diff	0.0920836209625341
495	r2_diff	0.0920469618729658
496	r2_diff	0.0920012288904526
497	r2_diff	0.0919851796537122
498	r2_diff	0.0919472156733619
499	r2_diff	0.0919411310880512
500	r2_diff	0.0919306840385121
501	r2_diff	0.0918791360551215
502	r2_diff	0.0918668858217
503	r2_diff	0.0918073425748266
504	r2_diff	0.0918007417731899
505	r2_diff	0.0917434043317379
506	r2_diff	0.0917402740530806
507	r2_diff	0.0917182420300305
508	r2_diff	0.091716399550532
509	r2_diff	0.0916718819904323
510	r2_diff	0.0916701936849466
511	r2_diff	0.0916494356618968
512	r2_diff	0.0916188107480448
513	r2_diff	0.0915889120109875
514	r2_diff	0.091559066353427
515	r2_diff	0.0915048338234103
516	r2_diff	0.0914764210823507
517	r2_diff	0.0914592073217964
518	r2_diff	0.0914428345093667
519	r2_diff	0.0914020805551464
520	r2_diff	0.0913956813422439
521	r2_diff	0.0913468949226134
522	r2_diff	0.0913063274235238
523	r2_diff	0.0912921817555522
524	r2_diff	0.0912904856859529
525	r2_diff	0.0912800282580172
526	r2_diff	0.0912641311352914
527	r2_diff	0.0912446455041176
528	r2_diff	0.0912244304384071
529	r2_diff	0.091203449311377
530	r2_diff	0.0912011952009682
531	r2_diff	0.0911902956601855
532	r2_diff	0.0911033861137159
533	r2_diff	0.0910878529751724
534	r2_diff	0.091074689583993
535	r2_diff	0.0910547806981794
536	r2_diff	0.0909745043375931
537	r2_diff	0.0908758586246939
538	r2_diff	0.0908070018757483
539	r2_diff	0.0907825934580945
540	r2_diff	0.090739184322213
541	r2_diff	0.0907333235445628
542	r2_diff	0.0907020198838436
543	r2_diff	0.0906618530393829
544	r2_diff	0.0906586371921638
545	r2_diff	0.0906534204093959
546	r2_diff	0.0906276086718265
547	r2_diff	0.0906138407171749
548	r2_diff	0.0905886642434807
549	r2_diff	0.0905088099030462
550	r2_diff	0.0905079457855645
551	r2_diff	0.0904910982373028
552	r2_diff	0.0904319788764424
553	r2_diff	0.0903976454240971
554	r2_diff	0.0903574810156972
555	r2_diff	0.0903112839577804
556	r2_diff	0.0903051689677598
557	r2_diff	0.0902757531191377
558	r2_diff	0.0902756902138644
559	r2_diff	0.090244656404033
560	r2_diff	0.0902404874637527
561	r2_diff	0.0902248370875873
562	r2_diff	0.0901996068828994
563	r2_diff	0.0901644703570179
564	r2_diff	0.0901594164357107
565	r2_diff	0.0901404513935825
566	r2_diff	0.0901293821228603
567	r2_diff	0.0901196864351305
568	r2_diff	0.0901123488672726
569	r2_diff	0.0900646585983821
570	r2_diff	0.090038503892555
571	r2_diff	0.0900229486014183
572	r2_diff	0.0900134651778431
573	r2_diff	0.0900008917091246
574	r2_diff	0.0899918564663518
575	r2_diff	0.089949724607461
576	r2_diff	0.0899394086088255
577	r2_diff	0.0899249254241202
578	r2_diff	0.0899249198961619
579	r2_diff	0.0898723881191292
580	r2_diff	0.0898649584108215
581	r2_diff	0.0898622329917103
582	r2_diff	0.089856780077549
583	r2_diff	0.0898012343248394
584	r2_diff	0.0897507771869265
585	r2_diff	0.0897251082424532
586	r2_diff	0.0897081613541185
587	r2_diff	0.0896851074159455
588	r2_diff	0.0896440231150932
589	r2_diff	0.0896337720808078
590	r2_diff	0.0896026616559967
591	r2_diff	0.0895449897119053
592	r2_diff	0.0895117587916811
593	r2_diff	0.0894863691799571
594	r2_diff	0.0894843846582934
595	r2_diff	0.089424907781798
596	r2_diff	0.0893938465718351
597	r2_diff	0.0893766926991055
598	r2_diff	0.0893561227940869
599	r2_diff	0.0893502421081316
600	r2_diff	0.0893431884951504
601	r2_diff	0.0893381857374621
602	r2_diff	0.0893331009071246
603	r2_diff	0.0893303448017422
604	r2_diff	0.0893226297007457
605	r2_diff	0.0893032409967225
606	r2_diff	0.0892866467368898
607	r2_diff	0.089270585205238
608	r2_diff	0.0892467461006854
609	r2_diff	0.0892225215149227
610	r2_diff	0.0892200455997654
611	r2_diff	0.089192077005931
612	r2_diff	0.0891534369840015
613	r2_diff	0.0891533960162844
614	r2_diff	0.0891206987073559
615	r2_diff	0.0890880418801273
616	r2_diff	0.0890817023010828
617	r2_diff	0.089069063588676
618	r2_diff	0.0890286463077358
619	r2_diff	0.0889565654159669
620	r2_diff	0.0888805759891786
621	r2_diff	0.0888647966619031
622	r2_diff	0.0888507781737765
623	r2_diff	0.0888469787052281
624	r2_diff	0.0888396644447377
625	r2_diff	0.088836085424618
626	r2_diff	0.0888112749356021
627	r2_diff	0.0887765714162805
628	r2_diff	0.0887336745086753
629	r2_diff	0.0887308020292054
630	r2_diff	0.0887224253328324
631	r2_diff	0.0886821308057077
632	r2_diff	0.088668774642463
633	r2_diff	0.0886652592197988
634	r2_diff	0.0886114196499635
635	r2_diff	0.0886055945683438
636	r2_diff	0.0885926220300034
637	r2_diff	0.088588958784903
638	r2_diff	0.088582565460519
639	r2_diff	0.0885671446128347
640	r2_diff	0.0885551033270994
641	r2_diff	0.088516291245647
642	r2_diff	0.0885131325696071
643	r2_diff	0.0884946691168118
644	r2_diff	0.0884852587753698
645	r2_diff	0.0884784385176364
646	r2_diff	0.0884740182185253
647	r2_diff	0.0884267491154586
648	r2_diff	0.0884113881949905
649	r2_diff	0.0883617583790172
650	r2_diff	0.0883390529094775
651	r2_diff	0.0883314905805187
652	r2_diff	0.088283306439035
653	r2_diff	0.0882498204052596
654	r2_diff	0.0882264966738842
655	r2_diff	0.0882106827845425
656	r2_diff	0.0882100485877214
657	r2_diff	0.0881816025879553
658	r2_diff	0.088178816616933
659	r2_diff	0.0881772710162905
660	r2_diff	0.0881533124517983
661	r2_diff	0.0881154591001435
662	r2_diff	0.0881043729418363
663	r2_diff	0.0880992035254917
664	r2_diff	0.0880861511699704
665	r2_diff	0.0880854817748759
666	r2_diff	0.0880796937946158
667	r2_diff	0.0880686803466893
668	r2_diff	0.0880684409678472
669	r2_diff	0.0880639300007513
670	r2_diff	0.0880472405327536
671	r2_diff	0.0880040119980742
672	r2_diff	0.0879937852317954
673	r2_diff	0.0879937395831202
674	r2_diff	0.0879805972656919
675	r2_diff	0.0879501080921227
676	r2_diff	0.0878820991575949
677	r2_diff	0.0878427553563519
678	r2_diff	0.0878365658232349
679	r2_diff	0.087832386823444
680	r2_diff	0.0878118518933858
681	r2_diff	0.0877814783139449
682	r2_diff	0.0876684326525324
683	r2_diff	0.0876606662968739
684	r2_diff	0.0876578300314086
685	r2_diff	0.0875729041077482
686	r2_diff	0.0875683627067506
687	r2_diff	0.0875488686557842
688	r2_diff	0.0875362516312699
689	r2_diff	0.087514574601292
690	r2_diff	0.0874836880599714
691	r2_diff	0.0874757477024139
692	r2_diff	0.0874701557802234
693	r2_diff	0.0874650778169747
694	r2_diff	0.0874193574747887
695	r2_diff	0.08741719712854
696	r2_diff	0.0874024393860274
697	r2_diff	0.0873739265190594
698	r2_diff	0.0873736381281877
699	r2_diff	0.0873716846465992
700	r2_diff	0.0873214806577145
701	r2_diff	0.0872913476059868
702	r2_diff	0.0872893947932318
703	r2_diff	0.0872845947802443
704	r2_diff	0.0872321477311347
705	r2_diff	0.0872254672320786
706	r2_diff	0.0871762253045048
707	r2_diff	0.0871728164312732
708	r2_diff	0.087127918115368
709	r2_diff	0.0871263558961083
710	r2_diff	0.0871050806721154
711	r2_diff	0.0871033887773332
712	r2_diff	0.0870994591602565
713	r2_diff	0.0870985764463557
714	r2_diff	0.0870847128961166
715	r2_diff	0.087067554265366
716	r2_diff	0.0870605814287304
717	r2_diff	0.0870598954351632
718	r2_diff	0.0870576443875342
719	r2_diff	0.0870525841911517
720	r2_diff	0.0870504679382995
721	r2_diff	0.0870340072094795
722	r2_diff	0.0870175761898201
723	r2_diff	0.0869483626416659
724	r2_diff	0.0869240285665825
725	r2_diff	0.0869155988900222
726	r2_diff	0.0869062906261417
727	r2_diff	0.0868677029688957
728	r2_diff	0.0868407740740901
729	r2_diff	0.0868396568272406
730	r2_diff	0.0868272384058971
731	r2_diff	0.0868120346949727
732	r2_diff	0.086798342466007
733	r2_diff	0.0867938468201561
734	r2_diff	0.0867806105403836
735	r2_diff	0.0867395155227395
736	r2_diff	0.0867277345040776
737	r2_diff	0.0867269191577044
738	r2_diff	0.0867217940231595
739	r2_diff	0.086675166994405
740	r2_diff	0.0866565844664511
741	r2_diff	0.0866188769247714
742	r2_diff	0.0866165138816366
743	r2_diff	0.0865990099374225
744	r2_diff	0.086581122191892
745	r2_diff	0.0865783654485794
746	r2_diff	0.0865780246709581
747	r2_diff	0.0865766200208878
748	r2_diff	0.086558953256517
749	r2_diff	0.0865141236121488
750	r2_diff	0.0865071492439674
751	r2_diff	0.0864699227876043
752	r2_diff	0.0864675250532457
753	r2_diff	0.0864623163096184
754	r2_diff	0.0864542358535774
755	r2_diff	0.086435571603027
756	r2_diff	0.0864238490131033
757	r2_diff	0.0864120924877781
758	r2_diff	0.0863838190656245
759	r2_diff	0.0863625235152892
760	r2_diff	0.086298006108836
761	r2_diff	0.08627955789113
762	r2_diff	0.0862729169918641
763	r2_diff	0.0862686445136579
764	r2_diff	0.0861871440004187
765	r2_diff	0.0861625760666102
766	r2_diff	0.0861590894008411
767	r2_diff	0.0861119356610649
768	r2_diff	0.0860851195327514
769	r2_diff	0.0860808476482939
770	r2_diff	0.0860660514010731
771	r2_diff	0.0860298971289438
772	r2_diff	0.0860178269231463
773	r2_diff	0.0860102148151145
774	r2_diff	0.086007793757731
775	r2_diff	0.0859912021699041
776	r2_diff	0.0859800195733104
777	r2_diff	0.0859727610819972
778	r2_diff	0.0859679236367293
779	r2_diff	0.0859593895338259
780	r2_diff	0.0859559706176307
781	r2_diff	0.0859402790496837
782	r2_diff	0.0859165092196516
783	r2_diff	0.0859092205370827
784	r2_diff	0.0859035407374967
785	r2_diff	0.085899017517661
786	r2_diff	0.0858813649130115
787	r2_diff	0.0858268081122496
788	r2_diff	0.0858254153120047
789	r2_diff	0.0858251104426779
790	r2_diff	0.0858124053240129
791	r2_diff	0.0858085060263861
792	r2_diff	0.085787575952916
793	r2_diff	0.0857755843078791
794	r2_diff	0.0857642290900949
795	r2_diff	0.0857628326557044
796	r2_diff	0.0857559748712009
797	r2_diff	0.0857138448214901
798	r2_diff	0.0857050944769692
799	r2_diff	0.0856762554039857
800	r2_diff	0.0856427841342349
801	r2_diff	0.0856426184696127
802	r2_diff	0.0856365940045143
803	r2_diff	0.0856080882271226
804	r2_diff	0.0855340347407738
805	r2_diff	0.0855314470156888
806	r2_diff	0.0855013983101012
807	r2_diff	0.0854791353680631
808	r2_diff	0.085475510774376
809	r2_diff	0.0854466394684311
810	r2_diff	0.0854231949209466
811	r2_diff	0.0854229467560628
812	r2_diff	0.0854154686436814
813	r2_diff	0.085403008623966
814	r2_diff	0.0853787327669739
815	r2_diff	0.0853786820523295
816	r2_diff	0.0853597434697949
817	r2_diff	0.0853417600856478
818	r2_diff	0.0853361157211798
819	r2_diff	0.0853261733899069
820	r2_diff	0.0852939066845692
821	r2_diff	0.0852898567308266
822	r2_diff	0.085286493137247
823	r2_diff	0.0852501288869554
824	r2_diff	0.0852274780980737
825	r2_diff	0.0851508576096008
826	r2_diff	0.0851436308176765
827	r2_diff	0.085124292132769
828	r2_diff	0.0851010879761129
829	r2_diff	0.0850885007599876
830	r2_diff	0.0850705394242926
831	r2_diff	0.0850677540529659
832	r2_diff	0.0850478249414626
833	r2_diff	0.0850245491926052
834	r2_diff	0.0849689832136214
835	r2_diff	0.0849631036046888
836	r2_diff	0.084950633976997
837	r2_diff	0.084901684577001
838	r2_diff	0.0849008134586537
839	r2_diff	0.0848918788189672
