PC1	PC2
-0.0310189202823345	-0.144023433045692
0.00869719830396329	-0.124821440587604
0.0189743219343091	-0.112143585345133
-0.0160785666959344	-0.124851925802729
-0.0187525037838084	-0.129466179619791
-0.0122296526144137	-0.122499595501162
0.00231001544582185	-0.121235852731702
-0.0788617143534646	-0.170628706839761
0.0232235303853271	-0.111993547105374
-0.00600794541718995	-0.0390099494291547
0.00437592456895913	-0.0346128849969565
0.0241062832366425	-0.0363490572118408
0.02668049812922	-0.034597317117032
-0.00847466015531933	-0.031426511376192
0.0282944721080536	-0.0358835293840438
0.0193978339520783	-0.0533809492912906
0.0216207937401967	-0.0280206697604404
0.030565474641027	-0.0407067451060133
0.0439122075872154	-0.0697523547240411
0.0138207639701705	-0.10400197743163
-0.0319217768253447	-0.099517078837001
-0.00839252386854477	-0.0940278718396366
-0.00721505149095185	-0.0979694531630088
-0.0290648110598978	-0.092944438716475
0.0059528724791023	-0.0988237018426383
0.0072285202976145	-0.097957692395474
-0.0129505739347574	-0.10063648234821
-0.0215538550492779	-0.0896108564375773
0.00432784664359379	-0.105194541466191
-0.0132858432672074	-0.0138829565066045
0.00288787683517178	-0.0157571298826892
-0.011212739240711	-0.0119317919015214
0.00495350488078549	-0.0135009565285035
0.00303710236123394	-0.0101141519738186
0.00889319125666714	-0.0438182059384088
0.0196736592471513	-0.0429068211021772
0.0321365589448383	-0.0418093306794412
0.0289786601154603	-0.0499567162684228
0.0445712885275805	-0.0555730512879443
0.026620784722351	-0.0552673759835882
0.0159056735940386	-0.0535818946747813
0.0182286219147558	-0.0561106965206069
-0.000981021843904491	-0.0582540367981681
0.0271706341968719	-0.0762278787418867
0.0310003052382494	-0.0654775138943869
0.0286509021098908	-0.0489824155022461
0.0325735921696388	-0.0643619120633044
0.0321734152275748	-0.0664016209988457
0.0364726901289496	-0.063327391819045
0.0280337850011999	-0.0654915016251711
0.0421554039404442	-0.0908540361402625
0.0356121039629114	-0.0727059504195448
0.0272261588439708	-0.069954983043841
0.0435723994437846	-0.0707369663006851
0.00272544211097033	-0.0551891065365335
0.0200833099283168	-0.0216173118989543
-0.0111822483938315	-0.0500718466961135
0.00928164921266025	-0.0328547633082441
0.0079690705838926	-0.0330829954660271
0.00745631428329991	-0.0548632645096949
0.00622807386739428	-0.0148387635317091
0.0275969935732125	-0.0278988031920024
0.0386166221454585	-0.0512611599219486
0.0119413178601802	-0.0154986731215239
0.0257067458903449	-0.0359531386748051
0.0179452345398486	-0.0394094828779153
0.0159929917047844	-0.0378922457643253
0.0509365415882773	-0.0601646875618441
0.0408410321115668	-0.0645296885722687
-0.00635511667280435	-0.0321785270232841
0.0329692272527362	-0.0601560755475328
0.0446194070778052	-0.0596012116789115
0.0460220875250865	-0.0597585498922967
0.0411496381992907	-0.0550925416790028
0.0327137426127171	-0.0507502888993942
0.0102496721177825	-0.0583561845593497
0.0420903591315344	-0.0591624203752961
0.0402772565987845	-0.0479881565693732
