PC1	PC2
-0.001247484180423	0.0981777413087636
-0.132044154820153	0.115546350249063
-0.0416896896920097	0.134169893550883
-0.0273921916721845	0.0148881993770714
0.0986934345557983	-0.0126823078938659
0.0874092640699863	0.0227914215908503
0.00349346088675892	0.0456106303107836
0.448935674208463	-0.148419606835686
-0.0567317601789039	0.0267590193082474
-0.089621934649248	-0.0260686705272878
-0.0596510403202074	-0.00369144335289928
-0.026618789161204	0.00972137031127873
-0.0487521736674739	-0.00790443740643798
-0.0542739985770678	-0.0347267364526244
-0.00990002238198231	-0.00429982109819218
-0.0174487261167023	-0.0209326695525959
-0.0374341211696335	-0.0113180803649843
-0.0184228897222643	0.0100252245939452
0.000694498742088108	-0.017792559157727
-0.129549932544364	-0.0825848932211692
0.0186088343814431	-0.0653518694399321
-0.138998017721944	-0.0250591347728193
-0.127280589195399	-0.0334729277160961
-0.0404363089137488	-0.0603235008404072
-0.120747796889363	-0.0143442319441017
-0.117049476970945	-0.00676245338483505
-0.0112521113512489	-0.0673904615803793
-0.0515499753206876	-0.042645704606241
-0.106539728533044	-0.0962208637646769
-0.001636303040402	-0.0410894939784445
-0.0143289258571832	-0.0247947489526866
-0.00702151761853915	-0.00566000746440405
-0.0125203722407417	-0.0218804844539775
-0.00160952678546332	-0.0181949085910821
0.00568247698117237	-0.00118299710088994
0.0411539008939942	0.0126775383012712
0.0291877067790943	0.0408123819953617
-0.0187093350784325	-0.0177552963917226
-0.0302743646802248	-0.0145967164341683
-0.016982438218212	-0.0278267615501973
-0.0519786752149502	-0.0208696492842239
-0.0523400072617695	-0.0524662728021996
-0.0175890149845243	-0.0535670527867136
-0.0136688538933429	-0.0465771747987145
-0.0016868937263601	-0.0364635949410881
0.0193487366042209	0.00186368486789841
0.0465160231251582	-0.0159880291688366
0.0180438437326205	-0.0383250368443709
0.0201778198410652	-0.0417700461811202
-0.00201975537110704	-0.0347947640740928
0.0316820571841218	-0.0393230270551716
0.0647813551271	-0.01236974445648
0.0298720460802208	-0.0371289106568095
-0.0200071499996865	-0.0531271466701319
-0.0339134996232358	0.0298783984964155
0.0168184265153726	0.0143650541898982
0.0232501978072183	0.0437208747018609
-0.013311829433603	-0.000875736848585695
0.0544269259244331	0.0341536822351855
0.0350153762292707	0.0190266022428838
0.0277681720464316	0.0165235989494406
0.0131068229009297	0.00544822326077324
0.0636506885023093	0.0799791152059731
-0.00451989733161556	0.0160361085652697
0.0394567839375832	0.0341965189509458
0.00194044318242611	0.000627267683926563
0.0176482514073211	0.0327504219422439
-0.00654365073045208	0.0312180284077289
-0.0540957208388414	-0.02870604712464
0.00410722551881131	0.0143713760229341
-0.0494110830816622	-0.00156020917813588
0.0110673722204256	-0.0934052050600853
-0.0759758593533118	-0.00673936203844596
-0.0562654821285836	-0.0473435488780058
-0.0476743055553457	-0.0242590140653031
-0.0249097450485717	0.0639974836967376
0.00388453649652597	-0.0225115940732684
0.0105120341088922	-0.0460295571141586
-0.0578390379905428	0.0125395057387882
-0.00651572089642705	0.00930087589487174
-0.0963245241828869	-0.0167710288003523
-0.0650073282773518	0.000828818242445046
-0.0415178388335394	-0.00566671230630511
-0.0962662811470042	-0.00484684245980233
-0.0665445688609469	-0.0426445650674224
-0.0425672437987563	-0.0496058993969885
-0.0319847466411585	-0.0166380982087017
0.0620089786348147	0.0252729930666395
0.0276344792527786	0.0157170967423626
0.0596328783175645	0.0170893576513102
0.136400034467584	0.0618250131259719
0.0346359668007547	0.0346587457538317
0.0409628708051823	-0.00132054090193909
0.0215766733279392	-0.0401339393804841
0.0242008442512741	-0.00288785969580965
0.000706160725880296	0.029705719286934
0.00721960043392153	0.0103635562804574
-0.00347889445630475	0.0239595791126996
-0.00115030905770563	-0.000212827829353037
0.0297641280052514	0.0196822829591883
0.00249712242831946	-0.0067564755362393
0.0499391188709169	-0.00339297539580977
0.0712791261794448	0.0592370196836017
-0.0822150335375002	-0.0131386684493883
-0.0209772409389321	0.0166012923624179
-0.00301525800794683	0.00395635910595813
0.119019512519801	0.0573515457417114
0.0424893582263947	0.0511643793334709
-0.0404868557378978	0.000762677827411529
-0.0182842298411061	-0.000456519433025301
0.0024666148998226	-0.00551635974528659
-0.0264334774204944	0.0117094261310842
0.0527432157251487	0.000965824407784906
0.00294588635751342	-0.000145699001860731
0.0314752572048686	0.0185142889710777
-0.0160640692533201	0.00567808999772775
-0.010230053630069	-0.0268903200814068
0.0365599339064443	0.00915023253155959
0.0609381700517412	0.0147094980763916
-0.018237534573621	0.0430435684666987
0.00866454888306728	0.00364555852581022
0.013932369888555	0.0015365066137649
0.0751607202729422	0.0460218379261561
0.0725992693677682	0.0542976006702158
0.0231290441642865	0.0330778305329744
0.0468416882067099	0.0252943171203446
-0.0236722293699127	-0.0272583012588944
0.0230463725063481	0.0314208814833394
-0.0279611469024987	0.0111359748495595
0.100772966784678	0.122604999036353
0.0216275029218538	-0.020815983149624
0.0182122985919362	0.0318933280250537
0.0368061931529591	0.0204190528563012
-0.0191339467359354	0.00816406658007051
0.0236497328201983	0.0243020694997891
-0.0310088033871706	0.000653779835281576
0.0199929840155197	0.0175766733846004
-0.00725242693659208	-0.00610793487125738
0.0312561842941864	0.00929072346777963
0.0274186958424471	0.00942632947713552
0.0123478597741059	0.00411041269813354
0.0069862507242002	0.00115695785090755
-0.030877044850798	-0.0317484341080604
0.00444618745643458	0.00173024744925713
-0.0122896945998224	0.0437006721727986
-0.0382182275507308	0.0242855886433168
0.0131869500385115	-0.0125218428444522
-0.0465932415707726	0.0144965242804903
-0.00760808483913785	-0.00729127202913964
-0.037210281083515	0.0164803679887248
-0.071327380704052	-0.00396770693003137
0.0169476178147566	0.0177442462918745
0.0301236449443133	0.0215573047310047
-0.0296055946707743	0.0343870564083563
-0.000994801380112875	0.0151688826240252
0.00135585138769669	0.0143356458310984
0.00147081021385169	0.00168771520258369
0.0127303950029983	0.0122199946970116
0.0109106334377311	0.0298615373881261
0.0332265789453741	0.00942623137457153
0.00686410993523874	0.0530649051552041
-0.0270620323391213	0.0337316531008131
-0.00155683311930676	0.0296468839069899
0.00224432397914322	0.0144785911897887
0.00367387029407636	0.0658926103975552
-0.028522379734895	0.0403254891153523
0.0132722503265982	0.0210261329557193
-0.0280744139627907	0.0381734247440401
0.0142031175538238	0.0771783856226369
0.0282722956327227	0.0855035977925554
-0.0359033491090812	0.0291122998212891
0.0124618744690901	0.0208351220468862
-0.0155494707869076	0.0144240786838097
-0.0385052738016633	0.0644530197922133
0.0193651672244676	0.0298205929131639
-0.0256738543381997	0.00593928592890273
0.000178743066317205	0.0176042312823645
-0.0761817938447522	-0.00197826623010819
-0.000292477766927883	0.0172141106014142
-0.00593967328357543	-0.00838320052950691
0.0060659177061635	-0.00332529789318096
0.0401912562338166	0.0015746769759706
0.0129030274072193	0.0210605095770729
0.0134894726090354	0.0159080443265978
-0.0218343564785741	-0.0102548640125412
-0.00270860586413108	0.0204583847189996
0.00686641380984394	0.0443016942584355
0.028192700821613	-0.0141626525201683
0.0767494872126515	0.0211234622246803
0.00519839725229614	0.0337195997155905
0.0061432919740758	0.0412458736141137
-0.00530586969993608	0.0224818154740358
-0.00936310338874569	0.00586391396989941
-0.0184917127392583	0.04994336883075
0.0310846149662496	0.0020203812672361
0.031456333692013	-0.0117962480120061
0.0238190421504717	-0.0144416393158937
