Var1	Var2	value
18	150bp read	-0.135636255927547
19	150bp read	0.0756284869103968
20	150bp read	-0.00842544639227576
21	150bp read	0.0613668362274114
1	50bp read	0.314434683297155
2	50bp read	-0.779173427646943
3	50bp read	-0.463020160736242
4	50bp read	-0.196708815938744
5	50bp read	-0.0986111681260887
6	50bp read	-0.0503438479105041
7	50bp read	0.148922404676954
8	50bp read	-0.0197905515664349
9	50bp read	-0.0449812022609412
10	50bp read	0.0862208066680382
11	50bp read	0.0459921224727457
12	50bp read	-0.00736037359526771
13	50bp read	-0.00922324472470919
14	50bp read	0.0132315325404193
15	50bp read	-0.00450153658793232
16	50bp read	0.00151143811327355
17	50bp read	0.0188068205402275
18	50bp read	0.00428221396113557
19	50bp read	0.0184240779274313
20	50bp read	-0.0143936384301154
21	50bp read	-0.0524462826655661
1	75bp read	-0.0603971440076561
2	75bp read	0.291552066818121
3	75bp read	0.283262801141421
4	75bp read	0.0733433721170004
5	75bp read	0.141840314280999
6	75bp read	0.0136303396789964
7	75bp read	0.246899863739993
8	75bp read	0.049228933649928
9	75bp read	0.0968466301728152
10	75bp read	-0.0739992949857976
11	75bp read	-0.0587412537019441
12	75bp read	-0.0510745974927307
13	75bp read	-0.0315849687916431
14	75bp read	-0.0908787614622449
15	75bp read	0.0808730970816244
16	75bp read	0.0250183462946707
17	75bp read	-0.374161357693376
18	75bp read	0.23852557125077
19	75bp read	-0.17517765104154
20	75bp read	0.0445278422069538
21	75bp read	-0.00554998596243613
