Var1	Var2	value
PC3	batch8	-0.123478642263274
PC4	batch8	-0.0388441463743541
PC5	batch8	0.154370340999835
PC6	batch8	0.191739097226478
PC7	batch8	0.000750476174440547
PC8	batch8	0.07524869051423
PC9	batch8	-0.0372029419572747
PC10	batch8	-0.170296558141356
PC1	batch9	0.276146891893036
PC2	batch9	0.115973172639114
PC3	batch9	-0.165621817452645
PC4	batch9	-0.0576377354983573
PC5	batch9	0.173391832630301
PC6	batch9	0.221778479372419
PC7	batch9	-0.0757531840232872
PC8	batch9	0.0883912265448959
PC9	batch9	-0.000232057620724023
PC10	batch9	-0.166830638641058
PC1	batch10	-0.345098395368142
PC2	batch10	-0.0736938147099356
PC3	batch10	-0.0463012231876165
PC4	batch10	-0.00285723242242254
PC5	batch10	0.0490560858578949
PC6	batch10	0.0208226594967044
PC7	batch10	-0.0474044422748841
PC8	batch10	0.0040804166467146
PC9	batch10	-0.073774782160049
PC10	batch10	-0.106826449069775
PC1	batch11	-0.331520216115934
PC2	batch11	0.115560634453771
PC3	batch11	-0.204558275543292
PC4	batch11	-0.0413449809894249
PC5	batch11	-0.0591858703849784
PC6	batch11	0.000522502983394964
PC7	batch11	0.0337812826669455
PC8	batch11	0.0344443197692391
PC9	batch11	0.0657124826308254
PC10	batch11	0.138213942107608
PC1	batch12	-0.322615845100047
PC2	batch12	0.0277199665582573
PC3	batch12	-0.118242132758048
PC4	batch12	-0.0500359698780271
PC5	batch12	0.0278656268537814
PC6	batch12	0.0314014481541173
PC7	batch12	-0.000194984062928938
PC8	batch12	0.0517627891044369
PC9	batch12	0.00496075866858141
PC10	batch12	0.0667904034179578
PC1	batch13	-0.292972259353583
PC2	batch13	-0.0285643818609214
PC3	batch13	-0.0369580707401905
PC4	batch13	-0.0529723050358779
PC5	batch13	-0.0087522392677816
PC6	batch13	-0.00779351158445153
PC7	batch13	0.00787172974804686
PC8	batch13	0.0051357855417982
PC9	batch13	-0.0102268486205941
PC10	batch13	0.152366338245796
PC1	batch14	-0.34088472729134
PC2	batch14	-0.123615400339383
PC3	batch14	0.0949960344174497
PC4	batch14	0.0178626845186751
PC5	batch14	0.00981748017777686
PC6	batch14	-0.0254659293844336
PC7	batch14	-0.00865061868525694
PC8	batch14	-0.0417279589363367
PC9	batch14	-0.0201403487858763
PC10	batch14	-0.0575302003421961
PC1	batch15	-0.336927475417594
PC2	batch15	-0.0878019212728467
PC3	batch15	0.0676440513016713
PC4	batch15	-0.0552947806251539
PC5	batch15	-0.0209006544584038
PC6	batch15	0.0336709494285982
PC7	batch15	-0.024942371458443
PC8	batch15	0.0396941979994909
PC9	batch15	-0.0435082884953066
PC10	batch15	-0.0688061656085929
PC1	batch1	0.0405852417900032
PC2	batch1	0.63895663666469
PC3	batch1	0.556542874335609
PC4	batch1	-0.180396114408052
PC5	batch1	-0.0665392891260693
PC6	batch1	-0.166331553087076
PC7	batch1	-0.0442236158714912
PC8	batch1	-0.0790566838404791
PC9	batch1	-0.0532038096178368
PC10	batch1	-0.155172405074566
PC1	CHEO	0.0928946309942281
PC2	CHEO	0.539441821632148
PC3	CHEO	0.533310407284791
PC4	CHEO	-0.320772617111336
PC5	CHEO	-0.0298925608133471
PC6	CHEO	-0.0429162158833318
PC7	CHEO	0.067722141883712
PC8	CHEO	-0.0657351569025563
PC9	CHEO	-0.0640652257571453
PC10	CHEO	0.0621269343142707
PC1	PIVUS	-0.959225579917947
PC2	PIVUS	-0.0891938164813775
PC3	PIVUS	-0.110513008674114
PC4	PIVUS	-0.0882404706833112
PC5	PIVUS	-0.000154813903543134
PC6	PIVUS	0.0248685637657424
PC7	PIVUS	-0.020295593738579
PC8	PIVUS	0.0431021815956733
PC9	PIVUS	-0.0396935363272577
PC10	PIVUS	0.0553377530477865
PC1	UDN	0.681274362053712
PC2	UDN	-0.033391563026139
PC3	UDN	-0.233902962388453
PC4	UDN	0.108935901039154
PC5	UDN	0.225795562170842
PC6	UDN	0.171465041368085
PC7	UDN	-0.0469633901323574
PC8	UDN	-0.0179155478038739
PC9	UDN	-0.189420336473724
PC10	UDN	-0.242717348979934
PC1	CGS	0.266951207318199
PC2	CGS	-0.241579967767831
PC3	CGS	0.0908260213653999
PC4	CGS	0.210255566449944
PC5	CGS	-0.311890615579593
PC6	CGS	-0.256395152166337
PC7	CGS	0.0459721199695981
PC8	CGS	0.016707915610697
PC9	CGS	0.386552768899432
PC10	CGS	0.23444426784232
