SampleID	OutlierCount	Direction	Cutoff	Cohort	NumGenes
samp102	2	Over	4	DGNControl	2140
samp103	1	Over	4	DGNControl	2140
samp104	0	Over	4	DGNControl	2140
samp105	0	Over	4	DGNControl	2140
samp106	1	Over	4	DGNControl	2140
samp107	0	Over	4	DGNControl	2140
samp108	0	Over	4	DGNControl	2140
samp109	1	Over	4	DGNControl	2140
samp110	2	Over	4	DGNControl	2140
samp111	1	Over	4	DGNControl	2140
samp112	1	Over	4	DGNControl	2140
samp113	2	Over	4	DGNControl	2140
samp114	3	Over	4	DGNControl	2140
samp115	0	Over	4	DGNControl	2140
samp116	2	Over	4	DGNControl	2140
samp117	1	Over	4	DGNControl	2140
samp118	0	Over	4	DGNControl	2140
samp119	1	Over	4	DGNControl	2140
samp120	1	Over	4	DGNControl	2140
samp121	1	Over	4	DGNControl	2140
samp122	0	Over	4	DGNControl	2140
samp123	1	Over	4	DGNControl	2140
samp124	13	Over	4	DGNControl	2140
samp125	1	Over	4	DGNControl	2140
samp126	7	Over	4	DGNControl	2140
samp127	2	Over	4	DGNControl	2140
samp128	4	Over	4	DGNControl	2140
samp129	0	Over	4	DGNControl	2140
samp130	0	Over	4	DGNControl	2140
samp131	1	Over	4	DGNControl	2140
samp132	1	Over	4	DGNControl	2140
samp133	0	Over	4	DGNControl	2140
samp134	2	Over	4	DGNControl	2140
samp135	2	Over	4	DGNControl	2140
samp136	0	Over	4	DGNControl	2140
samp137	1	Over	4	DGNControl	2140
samp138	4	Over	4	DGNControl	2140
samp139	1	Over	4	DGNControl	2140
samp140	1	Over	4	DGNControl	2140
samp141	0	Over	4	DGNControl	2140
samp142	0	Over	4	DGNControl	2140
samp143	1	Over	4	DGNControl	2140
samp144	0	Over	4	DGNControl	2140
samp145	2	Over	4	DGNControl	2140
samp146	0	Over	4	DGNControl	2140
samp147	0	Over	4	DGNControl	2140
samp148	2	Over	4	DGNControl	2140
samp149	0	Over	4	DGNControl	2140
samp150	5	Over	4	DGNControl	2140
samp151	0	Over	4	DGNControl	2140
samp152	2	Over	4	DGNControl	2140
samp153	0	Over	4	DGNControl	2140
samp154	0	Over	4	DGNControl	2140
samp155	0	Over	4	DGNControl	2140
samp156	1	Over	4	DGNControl	2140
samp157	0	Over	4	DGNControl	2140
samp158	5	Over	4	DGNControl	2140
samp159	2	Over	4	DGNControl	2140
samp160	2	Over	4	DGNControl	2140
samp161	3	Over	4	DGNControl	2140
samp162	1	Over	4	DGNControl	2140
samp163	10	Over	4	DGNControl	2140
samp164	0	Over	4	DGNControl	2140
samp165	0	Over	4	DGNControl	2140
samp166	3	Over	4	DGNControl	2140
samp167	3	Over	4	DGNControl	2140
samp168	1	Over	4	DGNControl	2140
samp169	1	Over	4	DGNControl	2140
samp170	0	Over	4	DGNControl	2140
samp171	0	Over	4	DGNControl	2140
samp172	3	Over	4	DGNControl	2140
samp173	1	Over	4	DGNControl	2140
samp174	0	Over	4	DGNControl	2140
samp175	1	Over	4	DGNControl	2140
samp176	2	Over	4	DGNControl	2140
samp177	1	Over	4	DGNControl	2140
samp178	1	Over	4	DGNControl	2140
samp179	0	Over	4	DGNControl	2140
samp180	1	Over	4	DGNControl	2140
samp181	2	Over	4	DGNControl	2140
samp182	1	Over	4	DGNControl	2140
samp183	2	Over	4	DGNControl	2140
samp184	3	Over	4	DGNControl	2140
samp185	5	Over	4	DGNControl	2140
samp186	1	Over	4	DGNControl	2140
samp187	1	Over	4	DGNControl	2140
samp188	1	Over	4	DGNControl	2140
samp189	0	Over	4	DGNControl	2140
samp190	3	Over	4	DGNControl	2140
samp191	3	Over	4	DGNControl	2140
samp192	1	Over	4	DGNControl	2140
samp193	1	Over	4	DGNControl	2140
samp194	0	Over	4	DGNControl	2140
samp195	0	Over	4	DGNControl	2140
samp196	1	Over	4	DGNControl	2140
samp197	3	Over	4	DGNControl	2140
samp198	3	Over	4	DGNControl	2140
samp199	2	Over	4	DGNControl	2140
samp200	0	Over	4	DGNControl	2140
samp201	0	Over	4	DGNControl	2140
samp202	6	Over	4	DGNControl	2140
samp203	0	Over	4	DGNControl	2140
samp204	0	Over	4	DGNControl	2140
samp205	6	Over	4	DGNControl	2140
samp206	2	Over	4	DGNControl	2140
samp207	13	Over	4	DGNControl	2140
samp208	2	Over	4	DGNControl	2140
samp209	3	Over	4	DGNControl	2140
samp210	3	Over	4	DGNControl	2140
samp211	0	Over	4	DGNControl	2140
samp212	0	Over	4	DGNControl	2140
samp213	0	Over	4	DGNControl	2140
samp214	1	Over	4	DGNControl	2140
samp215	3	Over	4	DGNControl	2140
samp216	2	Over	4	DGNControl	2140
samp217	2	Over	4	DGNControl	2140
samp218	3	Over	4	DGNControl	2140
samp219	2	Over	4	DGNControl	2140
samp220	1	Over	4	DGNControl	2140
samp221	1	Over	4	DGNControl	2140
samp222	0	Over	4	DGNControl	2140
samp223	1	Over	4	DGNControl	2140
samp224	0	Over	4	DGNControl	2140
samp225	0	Over	4	DGNControl	2140
samp226	0	Over	4	DGNControl	2140
samp227	2	Over	4	DGNControl	2140
samp228	0	Over	4	DGNControl	2140
samp229	0	Over	4	DGNControl	2140
samp230	0	Over	4	DGNControl	2140
samp231	0	Over	4	DGNControl	2140
samp232	0	Over	4	DGNControl	2140
samp233	2	Over	4	DGNControl	2140
samp234	0	Over	4	DGNControl	2140
samp235	1	Over	4	DGNControl	2140
samp236	2	Over	4	DGNControl	2140
samp237	2	Over	4	DGNControl	2140
samp238	1	Over	4	DGNControl	2140
samp239	1	Over	4	DGNControl	2140
samp240	2	Over	4	DGNControl	2140
samp241	2	Over	4	DGNControl	2140
samp242	1	Over	4	DGNControl	2140
samp243	1	Over	4	DGNControl	2140
samp244	5	Over	4	DGNControl	2140
samp245	1	Over	4	DGNControl	2140
samp246	2	Over	4	DGNControl	2140
samp247	2	Over	4	DGNControl	2140
samp248	1	Over	4	DGNControl	2140
samp249	0	Over	4	DGNControl	2140
samp250	0	Over	4	DGNControl	2140
samp251	1	Over	4	DGNControl	2140
samp252	4	Over	4	DGNControl	2140
samp253	7	Over	4	DGNControl	2140
samp254	4	Over	4	DGNControl	2140
samp255	0	Over	4	DGNControl	2140
samp256	0	Over	4	DGNControl	2140
samp257	0	Over	4	DGNControl	2140
samp258	3	Over	4	DGNControl	2140
samp259	0	Over	4	DGNControl	2140
samp260	2	Over	4	DGNControl	2140
samp261	0	Over	4	DGNControl	2140
samp262	3	Over	4	DGNControl	2140
samp263	1	Over	4	DGNControl	2140
samp264	2	Over	4	DGNControl	2140
samp265	0	Over	4	DGNControl	2140
samp266	1	Over	4	DGNControl	2140
samp267	19	Over	4	DGNControl	2140
samp268	3	Over	4	DGNControl	2140
samp269	4	Over	4	DGNControl	2140
samp270	1	Over	4	DGNControl	2140
samp271	1	Over	4	DGNControl	2140
samp272	0	Over	4	DGNControl	2140
samp273	1	Over	4	DGNControl	2140
samp274	1	Over	4	DGNControl	2140
samp275	3	Over	4	DGNControl	2140
samp276	0	Over	4	DGNControl	2140
samp277	3	Over	4	DGNControl	2140
samp278	2	Over	4	DGNControl	2140
samp279	11	Over	4	DGNControl	2140
samp280	1	Over	4	DGNControl	2140
samp281	2	Over	4	DGNControl	2140
samp282	0	Over	4	DGNControl	2140
samp283	3	Over	4	DGNControl	2140
samp284	0	Over	4	DGNControl	2140
samp285	2	Over	4	DGNControl	2140
samp286	3	Over	4	DGNControl	2140
samp287	1	Over	4	DGNControl	2140
samp288	3	Over	4	DGNControl	2140
samp289	1	Over	4	DGNControl	2140
samp290	2	Over	4	DGNControl	2140
samp291	0	Over	4	DGNControl	2140
samp292	1	Over	4	DGNControl	2140
samp293	3	Over	4	DGNControl	2140
samp294	1	Over	4	DGNControl	2140
samp295	1	Over	4	DGNControl	2140
samp296	3	Over	4	DGNControl	2140
samp297	5	Over	4	DGNControl	2140
samp298	0	Over	4	DGNControl	2140
samp299	0	Over	4	DGNControl	2140
samp300	3	Over	4	DGNControl	2140
samp301	2	Over	4	DGNControl	2140
samp302	2	Over	4	DGNControl	2140
samp303	1	Over	4	DGNControl	2140
samp304	0	Over	4	DGNControl	2140
samp305	1	Over	4	DGNControl	2140
samp306	0	Over	4	DGNControl	2140
samp307	1	Over	4	DGNControl	2140
samp308	3	Over	4	DGNControl	2140
samp309	3	Over	4	DGNControl	2140
samp310	1	Over	4	DGNControl	2140
samp311	0	Over	4	DGNControl	2140
samp312	0	Over	4	DGNControl	2140
samp313	0	Over	4	DGNControl	2140
samp314	6	Over	4	DGNControl	2140
samp315	12	Over	4	DGNControl	2140
samp316	0	Over	4	DGNControl	2140
samp317	3	Over	4	DGNControl	2140
samp318	19	Over	4	DGNControl	2140
samp319	1	Over	4	DGNControl	2140
samp320	2	Over	4	DGNControl	2140
samp321	0	Over	4	DGNControl	2140
samp322	2	Over	4	DGNControl	2140
samp323	2	Over	4	DGNControl	2140
samp324	0	Over	4	DGNControl	2140
samp325	2	Over	4	DGNControl	2140
samp326	1	Over	4	DGNControl	2140
samp327	0	Over	4	DGNControl	2140
samp328	2	Over	4	DGNControl	2140
samp329	0	Over	4	DGNControl	2140
samp330	2	Over	4	DGNControl	2140
samp331	3	Over	4	DGNControl	2140
samp332	0	Over	4	DGNControl	2140
samp333	0	Over	4	DGNControl	2140
samp334	1	Over	4	DGNControl	2140
samp335	0	Over	4	DGNControl	2140
samp336	3	Over	4	DGNControl	2140
samp337	1	Over	4	DGNControl	2140
samp338	1	Over	4	DGNControl	2140
samp339	1	Over	4	DGNControl	2140
samp340	1	Over	4	DGNControl	2140
samp341	3	Over	4	DGNControl	2140
samp342	0	Over	4	DGNControl	2140
samp343	1	Over	4	DGNControl	2140
samp344	1	Over	4	DGNControl	2140
samp345	0	Over	4	DGNControl	2140
samp346	2	Over	4	DGNControl	2140
samp347	1	Over	4	DGNControl	2140
samp348	1	Over	4	DGNControl	2140
samp349	3	Over	4	DGNControl	2140
samp350	2	Over	4	DGNControl	2140
samp351	0	Over	4	DGNControl	2140
samp352	1	Over	4	DGNControl	2140
samp353	5	Over	4	DGNControl	2140
samp354	4	Over	4	DGNControl	2140
samp355	3	Over	4	DGNControl	2140
samp356	2	Over	4	DGNControl	2140
samp357	0	Over	4	DGNControl	2140
samp358	2	Over	4	DGNControl	2140
samp359	1	Over	4	DGNControl	2140
samp360	0	Over	4	DGNControl	2140
samp361	3	Over	4	DGNControl	2140
samp362	3	Over	4	DGNControl	2140
samp363	1	Over	4	DGNControl	2140
samp364	2	Over	4	DGNControl	2140
samp365	1	Over	4	DGNControl	2140
samp366	3	Over	4	DGNControl	2140
samp367	5	Over	4	DGNControl	2140
samp368	5	Over	4	DGNControl	2140
samp369	0	Over	4	DGNControl	2140
samp370	3	Over	4	DGNControl	2140
samp371	0	Over	4	DGNControl	2140
samp372	1	Over	4	DGNControl	2140
samp373	7	Over	4	DGNControl	2140
samp374	1	Over	4	DGNControl	2140
samp375	1	Over	4	DGNControl	2140
samp376	0	Over	4	DGNControl	2140
samp377	0	Over	4	DGNControl	2140
samp378	0	Over	4	DGNControl	2140
samp379	7	Over	4	DGNControl	2140
samp380	1	Over	4	DGNControl	2140
samp381	0	Over	4	DGNControl	2140
samp382	15	Over	4	DGNControl	2140
samp383	0	Over	4	DGNControl	2140
samp384	0	Over	4	DGNControl	2140
samp385	0	Over	4	DGNControl	2140
samp386	1	Over	4	DGNControl	2140
samp387	1	Over	4	DGNControl	2140
samp388	5	Over	4	DGNControl	2140
samp389	3	Over	4	DGNControl	2140
samp390	2	Over	4	DGNControl	2140
samp391	0	Over	4	DGNControl	2140
samp392	2	Over	4	DGNControl	2140
samp393	8	Over	4	DGNControl	2140
samp394	0	Over	4	DGNControl	2140
samp395	0	Over	4	DGNControl	2140
samp396	0	Over	4	DGNControl	2140
samp397	1	Over	4	DGNControl	2140
samp398	0	Over	4	DGNControl	2140
samp399	5	Over	4	DGNControl	2140
samp400	0	Over	4	DGNControl	2140
samp401	3	Over	4	DGNControl	2140
samp402	1	Over	4	DGNControl	2140
samp403	0	Over	4	DGNControl	2140
samp404	1	Over	4	DGNControl	2140
samp405	1	Over	4	DGNControl	2140
samp406	3	Over	4	DGNControl	2140
samp407	2	Over	4	DGNControl	2140
samp408	4	Over	4	DGNControl	2140
samp409	2	Over	4	DGNControl	2140
samp410	0	Over	4	DGNControl	2140
samp411	0	Over	4	DGNControl	2140
samp412	1	Over	4	DGNControl	2140
samp413	0	Over	4	DGNControl	2140
samp414	1	Over	4	DGNControl	2140
samp415	0	Over	4	DGNControl	2140
samp416	30	Over	4	DGNControl	2140
samp417	1	Over	4	DGNControl	2140
samp418	0	Over	4	DGNControl	2140
samp419	1	Over	4	DGNControl	2140
samp420	0	Over	4	DGNControl	2140
samp421	3	Over	4	DGNControl	2140
samp422	3	Over	4	DGNControl	2140
samp423	5	Over	4	DGNControl	2140
samp424	0	Over	4	DGNControl	2140
samp425	2	Over	4	DGNControl	2140
samp426	2	Over	4	DGNControl	2140
samp427	0	Over	4	DGNControl	2140
samp428	0	Over	4	DGNControl	2140
samp429	1	Over	4	DGNControl	2140
samp430	0	Over	4	DGNControl	2140
samp431	3	Over	4	DGNControl	2140
samp432	0	Over	4	DGNControl	2140
samp433	1	Over	4	DGNControl	2140
samp434	1	Over	4	DGNControl	2140
samp435	0	Over	4	DGNControl	2140
samp436	1	Over	4	DGNControl	2140
samp437	2	Over	4	DGNControl	2140
samp438	1	Over	4	DGNControl	2140
samp439	0	Over	4	DGNControl	2140
samp440	1	Over	4	DGNControl	2140
samp441	0	Over	4	DGNControl	2140
samp442	1	Over	4	DGNControl	2140
samp443	2	Over	4	DGNControl	2140
samp444	0	Over	4	DGNControl	2140
samp445	1	Over	4	DGNControl	2140
samp446	0	Over	4	DGNControl	2140
samp447	1	Over	4	DGNControl	2140
samp448	1	Over	4	DGNControl	2140
samp449	0	Over	4	DGNControl	2140
samp450	1	Over	4	DGNControl	2140
samp451	2	Over	4	DGNControl	2140
samp452	1	Over	4	DGNControl	2140
samp453	1	Over	4	DGNControl	2140
samp454	3	Over	4	DGNControl	2140
samp455	1	Over	4	DGNControl	2140
samp456	1	Over	4	DGNControl	2140
samp457	0	Over	4	DGNControl	2140
samp458	0	Over	4	DGNControl	2140
samp459	4	Over	4	DGNControl	2140
samp460	0	Over	4	DGNControl	2140
samp461	3	Over	4	DGNControl	2140
samp462	1	Over	4	DGNControl	2140
samp463	2	Over	4	DGNControl	2140
samp464	3	Over	4	DGNControl	2140
samp465	2	Over	4	DGNControl	2140
samp466	0	Over	4	DGNControl	2140
samp467	3	Over	4	DGNControl	2140
samp468	0	Over	4	DGNControl	2140
samp469	0	Over	4	DGNControl	2140
samp470	2	Over	4	DGNControl	2140
samp471	1	Over	4	DGNControl	2140
samp472	2	Over	4	DGNControl	2140
samp473	2	Over	4	DGNControl	2140
samp474	9	Over	4	DGNControl	2140
samp475	0	Over	4	DGNControl	2140
samp476	1	Over	4	DGNControl	2140
samp477	0	Over	4	DGNControl	2140
samp478	0	Over	4	DGNControl	2140
samp479	3	Over	4	DGNControl	2140
samp480	3	Over	4	DGNControl	2140
samp481	2	Over	4	DGNControl	2140
samp482	2	Over	4	DGNControl	2140
samp483	0	Over	4	DGNControl	2140
samp484	0	Over	4	DGNControl	2140
samp485	0	Over	4	DGNControl	2140
samp486	17	Over	4	DGNControl	2140
samp487	1	Over	4	DGNControl	2140
samp488	0	Over	4	DGNControl	2140
samp489	0	Over	4	DGNControl	2140
samp490	2	Over	4	DGNControl	2140
samp491	1	Over	4	DGNControl	2140
samp492	1	Over	4	DGNControl	2140
samp493	0	Over	4	DGNControl	2140
samp494	0	Over	4	DGNControl	2140
samp495	3	Over	4	DGNControl	2140
samp496	2	Over	4	DGNControl	2140
samp497	1	Over	4	DGNControl	2140
samp498	2	Over	4	DGNControl	2140
samp499	0	Over	4	DGNControl	2140
samp500	0	Over	4	DGNControl	2140
samp501	1	Over	4	DGNControl	2140
samp502	10	Over	4	DGNControl	2140
samp503	1	Over	4	DGNControl	2140
samp504	1	Over	4	DGNControl	2140
samp505	0	Over	4	DGNControl	2140
samp506	1	Over	4	DGNControl	2140
samp507	4	Over	4	DGNControl	2140
samp508	1	Over	4	DGNControl	2140
samp509	1	Over	4	DGNControl	2140
samp510	5	Over	4	DGNControl	2140
samp511	2	Over	4	DGNControl	2140
samp512	15	Over	4	DGNControl	2140
samp513	0	Over	4	DGNControl	2140
samp514	1	Over	4	DGNControl	2140
samp515	1	Over	4	DGNControl	2140
samp516	3	Over	4	DGNControl	2140
samp517	0	Over	4	DGNControl	2140
samp518	1	Over	4	DGNControl	2140
samp519	1	Over	4	DGNControl	2140
samp520	1	Over	4	DGNControl	2140
samp521	3	Over	4	DGNControl	2140
samp522	4	Over	4	DGNControl	2140
samp523	1	Over	4	DGNControl	2140
samp524	2	Over	4	DGNControl	2140
samp525	3	Over	4	DGNControl	2140
samp526	1	Over	4	DGNControl	2140
samp527	7	Over	4	DGNControl	2140
samp528	0	Over	4	DGNControl	2140
samp529	49	Over	4	DGNControl	2140
samp530	1	Over	4	DGNControl	2140
samp531	1	Over	4	DGNControl	2140
samp532	4	Over	4	DGNControl	2140
samp533	0	Over	4	DGNControl	2140
samp534	8	Over	4	DGNControl	2140
samp535	4	Over	4	DGNControl	2140
samp536	4	Over	4	DGNControl	2140
samp537	1	Over	4	DGNControl	2140
samp538	0	Over	4	DGNControl	2140
samp539	2	Over	4	DGNControl	2140
samp540	1	Over	4	DGNControl	2140
samp541	2	Over	4	DGNControl	2140
samp542	1	Over	4	DGNControl	2140
samp543	0	Over	4	DGNControl	2140
samp544	1	Over	4	DGNControl	2140
samp545	3	Over	4	DGNControl	2140
samp546	0	Over	4	DGNControl	2140
samp547	0	Over	4	DGNControl	2140
samp548	0	Over	4	DGNControl	2140
samp549	3	Over	4	DGNControl	2140
samp550	0	Over	4	DGNControl	2140
samp551	2	Over	4	DGNControl	2140
samp552	1	Over	4	DGNControl	2140
samp553	0	Over	4	DGNControl	2140
samp554	2	Over	4	DGNControl	2140
samp555	0	Over	4	DGNControl	2140
samp556	1	Over	4	DGNControl	2140
samp557	1	Over	4	DGNControl	2140
samp558	4	Over	4	DGNControl	2140
samp559	0	Over	4	DGNControl	2140
samp560	0	Over	4	DGNControl	2140
samp561	1	Over	4	DGNControl	2140
samp562	1	Over	4	DGNControl	2140
samp563	6	Over	4	DGNControl	2140
samp564	1	Over	4	DGNControl	2140
samp565	1	Over	4	DGNControl	2140
samp566	0	Over	4	DGNControl	2140
samp567	0	Over	4	DGNControl	2140
samp568	1	Over	4	DGNControl	2140
samp569	4	Over	4	DGNControl	2140
samp570	0	Over	4	DGNControl	2140
samp571	1	Over	4	DGNControl	2140
samp572	2	Over	4	DGNControl	2140
samp573	3	Over	4	DGNControl	2140
samp574	2	Over	4	DGNControl	2140
samp575	5	Over	4	DGNControl	2140
samp576	1	Over	4	DGNControl	2140
samp577	9	Over	4	DGNControl	2140
samp578	5	Over	4	DGNControl	2140
samp579	4	Over	4	DGNControl	2140
samp580	2	Over	4	DGNControl	2140
samp581	2	Over	4	DGNControl	2140
samp582	3	Over	4	DGNControl	2140
samp583	0	Over	4	DGNControl	2140
samp584	13	Over	4	DGNControl	2140
samp585	6	Over	4	DGNControl	2140
samp586	1	Over	4	DGNControl	2140
samp587	3	Over	4	DGNControl	2140
samp588	3	Over	4	DGNControl	2140
samp589	2	Over	4	DGNControl	2140
samp590	6	Over	4	DGNControl	2140
samp591	3	Over	4	DGNControl	2140
samp592	1	Over	4	DGNControl	2140
samp593	4	Over	4	DGNControl	2140
samp594	1	Over	4	DGNControl	2140
samp595	0	Over	4	DGNControl	2140
samp596	0	Over	4	DGNControl	2140
samp597	3	Over	4	DGNControl	2140
samp598	2	Over	4	DGNControl	2140
samp599	0	Over	4	DGNControl	2140
samp600	2	Over	4	DGNControl	2140
samp601	0	Over	4	DGNControl	2140
samp602	2	Over	4	DGNControl	2140
samp603	2	Over	4	DGNControl	2140
samp604	2	Over	4	DGNControl	2140
samp605	1	Over	4	DGNControl	2140
samp606	0	Over	4	DGNControl	2140
samp607	1	Over	4	DGNControl	2140
samp608	1	Over	4	DGNControl	2140
samp609	0	Over	4	DGNControl	2140
samp610	0	Over	4	DGNControl	2140
samp611	1	Over	4	DGNControl	2140
samp612	1	Over	4	DGNControl	2140
samp613	0	Over	4	DGNControl	2140
samp614	3	Over	4	DGNControl	2140
samp615	3	Over	4	DGNControl	2140
samp616	1	Over	4	DGNControl	2140
samp617	1	Over	4	DGNControl	2140
samp618	3	Over	4	DGNControl	2140
samp619	0	Over	4	DGNControl	2140
samp620	5	Over	4	DGNControl	2140
samp621	5	Over	4	DGNControl	2140
samp622	0	Over	4	DGNControl	2140
samp623	3	Over	4	DGNControl	2140
samp624	5	Over	4	DGNControl	2140
samp625	4	Over	4	DGNControl	2140
samp626	0	Over	4	DGNControl	2140
samp627	1	Over	4	DGNControl	2140
samp628	3	Over	4	DGNControl	2140
samp629	1	Over	4	DGNControl	2140
samp630	12	Over	4	DGNControl	2140
samp631	2	Over	4	DGNControl	2140
samp632	2	Over	4	DGNControl	2140
samp633	0	Over	4	DGNControl	2140
samp634	0	Over	4	DGNControl	2140
samp635	1	Over	4	DGNControl	2140
samp636	1	Over	4	DGNControl	2140
samp637	0	Over	4	DGNControl	2140
samp638	0	Over	4	DGNControl	2140
samp639	1	Over	4	DGNControl	2140
samp640	1	Over	4	DGNControl	2140
samp641	1	Over	4	DGNControl	2140
samp642	0	Over	4	DGNControl	2140
samp643	1	Over	4	DGNControl	2140
samp644	0	Over	4	DGNControl	2140
samp645	1	Over	4	DGNControl	2140
samp646	0	Over	4	DGNControl	2140
samp647	0	Over	4	DGNControl	2140
samp648	0	Over	4	DGNControl	2140
samp649	2	Over	4	DGNControl	2140
samp650	2	Over	4	DGNControl	2140
samp651	2	Over	4	DGNControl	2140
samp652	1	Over	4	DGNControl	2140
samp653	1	Over	4	DGNControl	2140
samp654	0	Over	4	DGNControl	2140
samp655	5	Over	4	DGNControl	2140
samp656	0	Over	4	DGNControl	2140
samp657	3	Over	4	DGNControl	2140
samp658	2	Over	4	DGNControl	2140
samp659	0	Over	4	DGNControl	2140
samp660	0	Over	4	DGNControl	2140
samp661	0	Over	4	DGNControl	2140
samp662	1	Over	4	DGNControl	2140
samp663	3	Over	4	DGNControl	2140
samp664	3	Over	4	DGNControl	2140
samp665	0	Over	4	DGNControl	2140
samp666	1	Over	4	DGNControl	2140
samp667	2	Over	4	DGNControl	2140
samp668	5	Over	4	DGNControl	2140
samp669	1	Over	4	DGNControl	2140
samp670	0	Over	4	DGNControl	2140
samp671	1	Over	4	DGNControl	2140
samp672	0	Over	4	DGNControl	2140
samp673	1	Over	4	DGNControl	2140
samp674	2	Over	4	DGNControl	2140
samp675	2	Over	4	DGNControl	2140
samp676	4	Over	4	DGNControl	2140
samp677	3	Over	4	DGNControl	2140
samp678	4	Over	4	DGNControl	2140
samp679	1	Over	4	DGNControl	2140
samp680	1	Over	4	DGNControl	2140
samp681	0	Over	4	DGNControl	2140
samp682	1	Over	4	DGNControl	2140
samp683	8	Over	4	DGNControl	2140
samp684	17	Over	4	DGNControl	2140
samp685	1	Over	4	DGNControl	2140
samp686	1	Over	4	DGNControl	2140
samp687	1	Over	4	DGNControl	2140
samp688	2	Over	4	DGNControl	2140
samp689	0	Over	4	DGNControl	2140
samp690	1	Over	4	DGNControl	2140
samp691	0	Over	4	DGNControl	2140
samp692	1	Over	4	DGNControl	2140
samp693	1	Over	4	DGNControl	2140
samp694	2	Over	4	DGNControl	2140
samp695	4	Over	4	DGNControl	2140
samp696	13	Over	4	DGNControl	2140
samp697	1	Over	4	DGNControl	2140
samp698	4	Over	4	DGNControl	2140
samp699	0	Over	4	DGNControl	2140
samp700	1	Over	4	DGNControl	2140
samp701	0	Over	4	DGNControl	2140
samp702	9	Over	4	DGNControl	2140
samp703	10	Over	4	DGNControl	2140
samp704	46	Over	4	DGNControl	2140
samp705	8	Over	4	DGNControl	2140
samp706	13	Over	4	DGNControl	2140
samp707	0	Over	4	DGNControl	2140
samp708	1	Over	4	DGNControl	2140
samp709	10	Over	4	DGNControl	2140
samp710	0	Over	4	DGNControl	2140
samp711	2	Over	4	DGNControl	2140
samp712	1	Over	4	DGNControl	2140
samp713	1	Over	4	DGNControl	2140
samp714	0	Over	4	DGNControl	2140
samp715	0	Over	4	DGNControl	2140
samp716	6	Over	4	DGNControl	2140
samp717	0	Over	4	DGNControl	2140
samp718	1	Over	4	DGNControl	2140
samp719	1	Over	4	DGNControl	2140
samp720	0	Over	4	DGNControl	2140
samp721	0	Over	4	DGNControl	2140
samp722	0	Over	4	DGNControl	2140
samp723	2	Over	4	DGNControl	2140
samp724	1	Over	4	DGNControl	2140
samp725	5	Over	4	DGNControl	2140
samp726	4	Over	4	DGNControl	2140
samp727	46	Over	4	DGNControl	2140
samp728	1	Over	4	DGNControl	2140
samp729	4	Over	4	DGNControl	2140
samp730	5	Over	4	DGNControl	2140
samp731	2	Over	4	DGNControl	2140
samp732	1	Over	4	DGNControl	2140
samp733	0	Over	4	DGNControl	2140
samp734	1	Over	4	DGNControl	2140
samp735	2	Over	4	DGNControl	2140
samp736	4	Over	4	DGNControl	2140
samp737	2	Over	4	DGNControl	2140
samp738	2	Over	4	DGNControl	2140
samp739	1	Over	4	DGNControl	2140
samp740	0	Over	4	DGNControl	2140
samp741	13	Over	4	DGNControl	2140
samp742	2	Over	4	DGNControl	2140
samp743	2	Over	4	DGNControl	2140
samp744	1	Over	4	DGNControl	2140
samp745	10	Over	4	DGNControl	2140
samp746	2	Over	4	DGNControl	2140
samp747	0	Over	4	DGNControl	2140
samp748	4	Over	4	DGNControl	2140
samp749	4	Over	4	DGNControl	2140
samp750	0	Over	4	DGNControl	2140
samp751	0	Over	4	DGNControl	2140
samp752	0	Over	4	DGNControl	2140
samp753	0	Over	4	DGNControl	2140
samp754	1	Over	4	DGNControl	2140
samp755	11	Over	4	DGNControl	2140
samp756	3	Over	4	DGNControl	2140
samp757	3	Over	4	DGNControl	2140
samp758	2	Over	4	DGNControl	2140
samp759	0	Over	4	DGNControl	2140
samp760	4	Over	4	DGNControl	2140
samp761	1	Over	4	DGNControl	2140
samp762	2	Over	4	DGNControl	2140
samp763	1	Over	4	DGNControl	2140
samp764	5	Over	4	DGNControl	2140
samp765	27	Over	4	DGNControl	2140
samp766	2	Over	4	DGNControl	2140
samp767	5	Over	4	DGNControl	2140
samp768	0	Over	4	DGNControl	2140
samp769	2	Over	4	DGNControl	2140
samp770	2	Over	4	DGNControl	2140
samp771	0	Over	4	DGNControl	2140
samp772	2	Over	4	DGNControl	2140
samp773	3	Over	4	DGNControl	2140
samp774	4	Over	4	DGNControl	2140
samp775	0	Over	4	DGNControl	2140
samp776	1	Over	4	DGNControl	2140
samp777	1	Over	4	DGNControl	2140
samp778	0	Over	4	DGNControl	2140
samp779	0	Over	4	DGNControl	2140
samp780	3	Over	4	DGNControl	2140
samp781	4	Over	4	DGNControl	2140
samp782	16	Over	4	DGNControl	2140
samp783	0	Over	4	DGNControl	2140
samp784	1	Over	4	DGNControl	2140
samp785	0	Over	4	DGNControl	2140
samp786	2	Over	4	DGNControl	2140
samp787	5	Over	4	DGNControl	2140
samp788	3	Over	4	DGNControl	2140
samp789	0	Over	4	DGNControl	2140
samp790	3	Over	4	DGNControl	2140
samp791	2	Over	4	DGNControl	2140
samp792	2	Over	4	DGNControl	2140
samp793	4	Over	4	DGNControl	2140
samp794	0	Over	4	DGNControl	2140
samp795	74	Over	4	DGNControl	2140
samp796	21	Over	4	DGNControl	2140
samp797	0	Over	4	DGNControl	2140
samp798	1	Over	4	DGNControl	2140
samp799	1	Over	4	DGNControl	2140
