SampleID	OutlierCount	Direction	Cutoff	Cohort	NumGenes
samp818	221	Under	2	DGNControl	14763
samp819	378	Under	2	DGNControl	14763
samp820	746	Under	2	DGNControl	14763
samp821	334	Under	2	DGNControl	14763
samp822	253	Under	2	DGNControl	14763
samp823	589	Under	2	DGNControl	14763
samp824	374	Under	2	DGNControl	14763
samp825	269	Under	2	DGNControl	14763
samp826	442	Under	2	DGNControl	14763
samp827	409	Under	2	DGNControl	14763
samp828	242	Under	2	DGNControl	14763
samp829	621	Under	2	DGNControl	14763
samp830	157	Under	2	DGNControl	14763
samp831	188	Under	2	DGNControl	14763
samp832	128	Under	2	DGNControl	14763
samp833	226	Under	2	DGNControl	14763
samp834	193	Under	2	DGNControl	14763
samp835	222	Under	2	DGNControl	14763
samp836	145	Under	2	DGNControl	14763
samp837	226	Under	2	DGNControl	14763
samp838	238	Under	2	DGNControl	14763
samp839	214	Under	2	DGNControl	14763
samp840	296	Under	2	DGNControl	14763
samp841	431	Under	2	DGNControl	14763
samp842	267	Under	2	DGNControl	14763
samp843	607	Under	2	DGNControl	14763
samp844	388	Under	2	DGNControl	14763
samp845	503	Under	2	DGNControl	14763
samp846	278	Under	2	DGNControl	14763
samp847	324	Under	2	DGNControl	14763
samp848	215	Under	2	DGNControl	14763
samp849	174	Under	2	DGNControl	14763
samp850	419	Under	2	DGNControl	14763
samp851	635	Under	2	DGNControl	14763
samp852	345	Under	2	DGNControl	14763
samp853	318	Under	2	DGNControl	14763
samp854	662	Under	2	DGNControl	14763
samp855	203	Under	2	DGNControl	14763
samp856	286	Under	2	DGNControl	14763
samp857	606	Under	2	DGNControl	14763
samp858	217	Under	2	DGNControl	14763
samp859	203	Under	2	DGNControl	14763
samp860	378	Under	2	DGNControl	14763
samp861	410	Under	2	DGNControl	14763
samp862	361	Under	2	DGNControl	14763
samp863	468	Under	2	DGNControl	14763
samp864	226	Under	2	DGNControl	14763
samp865	314	Under	2	DGNControl	14763
samp866	160	Under	2	DGNControl	14763
samp867	235	Under	2	DGNControl	14763
samp868	266	Under	2	DGNControl	14763
samp869	416	Under	2	DGNControl	14763
samp870	243	Under	2	DGNControl	14763
samp871	260	Under	2	DGNControl	14763
samp872	310	Under	2	DGNControl	14763
samp873	181	Under	2	DGNControl	14763
samp874	601	Under	2	DGNControl	14763
samp875	300	Under	2	DGNControl	14763
samp876	337	Under	2	DGNControl	14763
samp877	271	Under	2	DGNControl	14763
samp878	315	Under	2	DGNControl	14763
samp879	307	Under	2	DGNControl	14763
samp880	321	Under	2	DGNControl	14763
samp881	206	Under	2	DGNControl	14763
samp882	177	Under	2	DGNControl	14763
samp883	197	Under	2	DGNControl	14763
samp884	215	Under	2	DGNControl	14763
samp885	353	Under	2	DGNControl	14763
samp886	249	Under	2	DGNControl	14763
samp887	248	Under	2	DGNControl	14763
samp888	241	Under	2	DGNControl	14763
samp889	406	Under	2	DGNControl	14763
samp890	384	Under	2	DGNControl	14763
samp891	197	Under	2	DGNControl	14763
samp892	240	Under	2	DGNControl	14763
samp893	233	Under	2	DGNControl	14763
samp894	239	Under	2	DGNControl	14763
samp895	261	Under	2	DGNControl	14763
samp896	316	Under	2	DGNControl	14763
samp897	241	Under	2	DGNControl	14763
samp898	163	Under	2	DGNControl	14763
samp899	318	Under	2	DGNControl	14763
samp900	934	Under	2	RDCase	14763
samp901	202	Under	2	RDCase	14763
samp902	621	Under	2	RDControl	14763
samp903	506	Under	2	RDControl	14763
samp904	521	Under	2	RDCase	14763
samp905	314	Under	2	RDCase	14763
samp906	553	Under	2	RDCase	14763
samp907	490	Under	2	RDControl	14763
samp908	544	Under	2	RDControl	14763
samp909	435	Under	2	RDCase	14763
samp910	552	Under	2	RDCase	14763
samp911	737	Under	2	RDCase	14763
samp912	468	Under	2	RDCase	14763
samp913	506	Under	2	RDCase	14763
samp914	782	Under	2	RDCase	14763
samp915	635	Under	2	RDCase	14763
samp916	807	Under	2	RDCase	14763
samp917	630	Under	2	RDCase	14763
samp918	574	Under	2	RDControl	14763
samp919	881	Under	2	RDCase	14763
samp920	488	Under	2	RDCase	14763
samp921	467	Under	2	RDCase	14763
samp922	725	Under	2	RDCase	14763
samp923	595	Under	2	RDCase	14763
samp924	517	Under	2	RDCase	14763
samp925	613	Under	2	RDCase	14763
samp926	828	Under	2	RDCase	14763
samp927	486	Under	2	RDControl	14763
samp928	1017	Under	2	RDControl	14763
samp929	730	Under	2	RDCase	14763
samp930	1100	Under	2	RDCase	14763
samp931	809	Under	2	RDCase	14763
samp932	159	Under	2	RDCase	14763
samp933	503	Under	2	RDControl	14763
samp934	885	Under	2	RDControl	14763
samp935	692	Under	2	RDCase	14763
samp936	609	Under	2	RDCase	14763
samp937	569	Under	2	RDControl	14763
samp938	933	Under	2	RDControl	14763
samp939	904	Under	2	RDCase	14763
samp940	912	Under	2	RDCase	14763
samp941	770	Under	2	RDCase	14763
samp942	566	Under	2	RDControl	14763
samp943	1046	Under	2	RDControl	14763
samp944	1054	Under	2	RDCase	14763
samp945	746	Under	2	RDControl	14763
samp946	502	Under	2	RDCase	14763
samp947	1112	Under	2	RDCase	14763
samp948	1082	Under	2	RDCase	14763
samp949	895	Under	2	RDControl	14763
samp950	674	Under	2	RDCase	14763
samp951	1104	Under	2	RDControl	14763
samp952	941	Under	2	RDCase	14763
samp953	1061	Under	2	RDControl	14763
samp954	660	Under	2	RDControl	14763
samp955	261	Under	2	RDControl	14763
samp956	375	Under	2	RDCase	14763
samp957	1009	Under	2	RDControl	14763
samp958	982	Under	2	RDControl	14763
samp959	865	Under	2	RDControl	14763
samp1	14	Over	3	DGNControl	11450
samp2	0	Over	3	DGNControl	11450
samp3	11	Over	3	DGNControl	11450
samp4	26	Over	3	DGNControl	11450
samp5	5	Over	3	DGNControl	11450
samp6	51	Over	3	DGNControl	11450
samp7	13	Over	3	DGNControl	11450
samp8	17	Over	3	DGNControl	11450
samp9	3	Over	3	DGNControl	11450
samp10	6	Over	3	DGNControl	11450
samp11	14	Over	3	DGNControl	11450
samp12	30	Over	3	DGNControl	11450
samp13	46	Over	3	DGNControl	11450
samp14	7	Over	3	DGNControl	11450
samp15	8	Over	3	DGNControl	11450
samp16	9	Over	3	DGNControl	11450
samp17	41	Over	3	DGNControl	11450
samp18	13	Over	3	DGNControl	11450
samp19	18	Over	3	DGNControl	11450
samp20	8	Over	3	DGNControl	11450
samp21	21	Over	3	DGNControl	11450
samp22	7	Over	3	DGNControl	11450
samp23	8	Over	3	DGNControl	11450
samp24	8	Over	3	DGNControl	11450
samp25	8	Over	3	DGNControl	11450
samp26	13	Over	3	DGNControl	11450
samp27	31	Over	3	DGNControl	11450
samp28	14	Over	3	DGNControl	11450
samp29	14	Over	3	DGNControl	11450
samp30	20	Over	3	DGNControl	11450
samp31	20	Over	3	DGNControl	11450
samp32	38	Over	3	DGNControl	11450
samp33	17	Over	3	DGNControl	11450
samp34	16	Over	3	DGNControl	11450
samp35	18	Over	3	DGNControl	11450
samp36	17	Over	3	DGNControl	11450
samp37	19	Over	3	DGNControl	11450
samp38	5	Over	3	DGNControl	11450
samp39	17	Over	3	DGNControl	11450
samp40	7	Over	3	DGNControl	11450
samp41	7	Over	3	DGNControl	11450
samp42	12	Over	3	DGNControl	11450
samp43	16	Over	3	DGNControl	11450
samp44	10	Over	3	DGNControl	11450
samp45	28	Over	3	DGNControl	11450
samp46	89	Over	3	DGNControl	11450
samp47	3	Over	3	DGNControl	11450
samp48	12	Over	3	DGNControl	11450
samp49	12	Over	3	DGNControl	11450
samp50	10	Over	3	DGNControl	11450
samp51	3	Over	3	DGNControl	11450
samp52	18	Over	3	DGNControl	11450
samp53	15	Over	3	DGNControl	11450
samp54	10	Over	3	DGNControl	11450
samp55	26	Over	3	DGNControl	11450
samp56	3	Over	3	DGNControl	11450
samp57	9	Over	3	DGNControl	11450
samp58	5	Over	3	DGNControl	11450
samp59	7	Over	3	DGNControl	11450
samp60	10	Over	3	DGNControl	11450
samp61	20	Over	3	DGNControl	11450
samp62	13	Over	3	DGNControl	11450
samp63	10	Over	3	DGNControl	11450
samp64	36	Over	3	DGNControl	11450
samp65	27	Over	3	DGNControl	11450
samp66	14	Over	3	DGNControl	11450
samp67	4	Over	3	DGNControl	11450
samp68	15	Over	3	DGNControl	11450
samp69	6	Over	3	DGNControl	11450
samp70	31	Over	3	DGNControl	11450
samp71	7	Over	3	DGNControl	11450
samp72	12	Over	3	DGNControl	11450
samp73	17	Over	3	DGNControl	11450
samp74	40	Over	3	DGNControl	11450
samp75	18	Over	3	DGNControl	11450
samp76	13	Over	3	DGNControl	11450
samp77	7	Over	3	DGNControl	11450
samp78	24	Over	3	DGNControl	11450
samp79	10	Over	3	DGNControl	11450
samp80	20	Over	3	DGNControl	11450
samp81	14	Over	3	DGNControl	11450
samp82	30	Over	3	DGNControl	11450
samp83	12	Over	3	DGNControl	11450
samp84	23	Over	3	DGNControl	11450
samp85	8	Over	3	DGNControl	11450
samp86	26	Over	3	DGNControl	11450
samp87	15	Over	3	DGNControl	11450
samp88	5	Over	3	DGNControl	11450
samp89	8	Over	3	DGNControl	11450
samp90	33	Over	3	DGNControl	11450
samp91	9	Over	3	DGNControl	11450
samp92	60	Over	3	DGNControl	11450
samp93	38	Over	3	DGNControl	11450
samp94	18	Over	3	DGNControl	11450
samp95	15	Over	3	DGNControl	11450
samp96	11	Over	3	DGNControl	11450
samp97	77	Over	3	DGNControl	11450
samp98	3	Over	3	DGNControl	11450
samp99	16	Over	3	DGNControl	11450
samp100	23	Over	3	DGNControl	11450
samp101	18	Over	3	DGNControl	11450
samp102	10	Over	3	DGNControl	11450
samp103	5	Over	3	DGNControl	11450
samp104	11	Over	3	DGNControl	11450
samp105	9	Over	3	DGNControl	11450
samp106	26	Over	3	DGNControl	11450
samp107	13	Over	3	DGNControl	11450
samp108	7	Over	3	DGNControl	11450
samp109	14	Over	3	DGNControl	11450
samp110	11	Over	3	DGNControl	11450
samp111	2	Over	3	DGNControl	11450
samp112	4	Over	3	DGNControl	11450
samp113	3	Over	3	DGNControl	11450
samp114	7	Over	3	DGNControl	11450
samp115	10	Over	3	DGNControl	11450
samp116	13	Over	3	DGNControl	11450
samp117	16	Over	3	DGNControl	11450
samp118	6	Over	3	DGNControl	11450
samp119	9	Over	3	DGNControl	11450
samp120	4	Over	3	DGNControl	11450
samp121	12	Over	3	DGNControl	11450
samp122	16	Over	3	DGNControl	11450
samp123	12	Over	3	DGNControl	11450
samp124	39	Over	3	DGNControl	11450
samp125	9	Over	3	DGNControl	11450
samp126	30	Over	3	DGNControl	11450
samp127	9	Over	3	DGNControl	11450
samp128	18	Over	3	DGNControl	11450
samp129	6	Over	3	DGNControl	11450
samp130	15	Over	3	DGNControl	11450
samp131	20	Over	3	DGNControl	11450
samp132	16	Over	3	DGNControl	11450
samp133	8	Over	3	DGNControl	11450
samp134	34	Over	3	DGNControl	11450
samp135	22	Over	3	DGNControl	11450
samp136	26	Over	3	DGNControl	11450
samp137	17	Over	3	DGNControl	11450
samp138	17	Over	3	DGNControl	11450
samp139	8	Over	3	DGNControl	11450
samp140	7	Over	3	DGNControl	11450
samp141	20	Over	3	DGNControl	11450
samp142	9	Over	3	DGNControl	11450
samp143	16	Over	3	DGNControl	11450
samp144	5	Over	3	DGNControl	11450
samp145	39	Over	3	DGNControl	11450
samp146	9	Over	3	DGNControl	11450
samp147	20	Over	3	DGNControl	11450
samp148	14	Over	3	DGNControl	11450
samp149	7	Over	3	DGNControl	11450
samp150	14	Over	3	DGNControl	11450
samp151	12	Over	3	DGNControl	11450
samp152	7	Over	3	DGNControl	11450
samp153	0	Over	3	DGNControl	11450
samp154	8	Over	3	DGNControl	11450
samp155	13	Over	3	DGNControl	11450
samp156	15	Over	3	DGNControl	11450
samp157	12	Over	3	DGNControl	11450
samp158	30	Over	3	DGNControl	11450
samp159	18	Over	3	DGNControl	11450
samp160	30	Over	3	DGNControl	11450
samp161	20	Over	3	DGNControl	11450
samp162	13	Over	3	DGNControl	11450
samp163	28	Over	3	DGNControl	11450
samp164	12	Over	3	DGNControl	11450
samp165	12	Over	3	DGNControl	11450
samp166	11	Over	3	DGNControl	11450
samp167	18	Over	3	DGNControl	11450
samp168	10	Over	3	DGNControl	11450
samp169	8	Over	3	DGNControl	11450
samp170	9	Over	3	DGNControl	11450
samp171	4	Over	3	DGNControl	11450
samp172	10	Over	3	DGNControl	11450
samp173	11	Over	3	DGNControl	11450
samp174	7	Over	3	DGNControl	11450
samp175	17	Over	3	DGNControl	11450
samp176	13	Over	3	DGNControl	11450
samp177	21	Over	3	DGNControl	11450
samp178	33	Over	3	DGNControl	11450
samp179	5	Over	3	DGNControl	11450
samp180	40	Over	3	DGNControl	11450
samp181	7	Over	3	DGNControl	11450
samp182	4	Over	3	DGNControl	11450
samp183	17	Over	3	DGNControl	11450
samp184	21	Over	3	DGNControl	11450
samp185	45	Over	3	DGNControl	11450
samp186	9	Over	3	DGNControl	11450
samp187	25	Over	3	DGNControl	11450
samp188	48	Over	3	DGNControl	11450
samp189	39	Over	3	DGNControl	11450
samp190	30	Over	3	DGNControl	11450
samp191	22	Over	3	DGNControl	11450
samp192	25	Over	3	DGNControl	11450
samp193	46	Over	3	DGNControl	11450
samp194	8	Over	3	DGNControl	11450
samp195	15	Over	3	DGNControl	11450
samp196	14	Over	3	DGNControl	11450
samp197	23	Over	3	DGNControl	11450
samp198	19	Over	3	DGNControl	11450
samp199	10	Over	3	DGNControl	11450
samp200	4	Over	3	DGNControl	11450
samp201	11	Over	3	DGNControl	11450
samp202	17	Over	3	DGNControl	11450
samp203	8	Over	3	DGNControl	11450
samp204	6	Over	3	DGNControl	11450
samp205	34	Over	3	DGNControl	11450
samp206	18	Over	3	DGNControl	11450
samp207	44	Over	3	DGNControl	11450
samp208	12	Over	3	DGNControl	11450
samp209	52	Over	3	DGNControl	11450
samp210	30	Over	3	DGNControl	11450
samp211	12	Over	3	DGNControl	11450
samp212	39	Over	3	DGNControl	11450
samp213	25	Over	3	DGNControl	11450
samp214	14	Over	3	DGNControl	11450
samp215	16	Over	3	DGNControl	11450
samp216	5	Over	3	DGNControl	11450
samp217	14	Over	3	DGNControl	11450
samp218	19	Over	3	DGNControl	11450
samp219	15	Over	3	DGNControl	11450
samp220	20	Over	3	DGNControl	11450
samp221	12	Over	3	DGNControl	11450
samp222	5	Over	3	DGNControl	11450
samp223	27	Over	3	DGNControl	11450
samp224	10	Over	3	DGNControl	11450
samp225	12	Over	3	DGNControl	11450
samp226	7	Over	3	DGNControl	11450
samp227	15	Over	3	DGNControl	11450
samp228	5	Over	3	DGNControl	11450
samp229	10	Over	3	DGNControl	11450
samp230	4	Over	3	DGNControl	11450
samp231	9	Over	3	DGNControl	11450
samp232	35	Over	3	DGNControl	11450
samp233	41	Over	3	DGNControl	11450
samp234	4	Over	3	DGNControl	11450
samp235	11	Over	3	DGNControl	11450
samp236	21	Over	3	DGNControl	11450
samp237	12	Over	3	DGNControl	11450
samp238	16	Over	3	DGNControl	11450
samp239	4	Over	3	DGNControl	11450
samp240	7	Over	3	DGNControl	11450
samp241	10	Over	3	DGNControl	11450
samp242	10	Over	3	DGNControl	11450
samp243	15	Over	3	DGNControl	11450
samp244	19	Over	3	DGNControl	11450
samp245	12	Over	3	DGNControl	11450
samp246	14	Over	3	DGNControl	11450
samp247	26	Over	3	DGNControl	11450
samp248	11	Over	3	DGNControl	11450
samp249	14	Over	3	DGNControl	11450
samp250	12	Over	3	DGNControl	11450
samp251	9	Over	3	DGNControl	11450
samp252	16	Over	3	DGNControl	11450
samp253	28	Over	3	DGNControl	11450
samp254	23	Over	3	DGNControl	11450
samp255	9	Over	3	DGNControl	11450
samp256	3	Over	3	DGNControl	11450
samp257	6	Over	3	DGNControl	11450
samp258	8	Over	3	DGNControl	11450
samp259	6	Over	3	DGNControl	11450
samp260	14	Over	3	DGNControl	11450
samp261	5	Over	3	DGNControl	11450
samp262	10	Over	3	DGNControl	11450
samp263	16	Over	3	DGNControl	11450
samp264	13	Over	3	DGNControl	11450
samp265	7	Over	3	DGNControl	11450
samp266	7	Over	3	DGNControl	11450
samp267	94	Over	3	DGNControl	11450
samp268	8	Over	3	DGNControl	11450
samp269	23	Over	3	DGNControl	11450
samp270	10	Over	3	DGNControl	11450
samp271	17	Over	3	DGNControl	11450
samp272	6	Over	3	DGNControl	11450
samp273	7	Over	3	DGNControl	11450
samp274	11	Over	3	DGNControl	11450
samp275	29	Over	3	DGNControl	11450
samp276	12	Over	3	DGNControl	11450
samp277	16	Over	3	DGNControl	11450
samp278	10	Over	3	DGNControl	11450
samp279	84	Over	3	DGNControl	11450
samp280	6	Over	3	DGNControl	11450
samp281	31	Over	3	DGNControl	11450
samp282	7	Over	3	DGNControl	11450
samp283	9	Over	3	DGNControl	11450
samp284	7	Over	3	DGNControl	11450
samp285	20	Over	3	DGNControl	11450
samp286	32	Over	3	DGNControl	11450
samp287	12	Over	3	DGNControl	11450
samp288	6	Over	3	DGNControl	11450
samp289	10	Over	3	DGNControl	11450
samp290	14	Over	3	DGNControl	11450
samp291	6	Over	3	DGNControl	11450
samp292	25	Over	3	DGNControl	11450
samp293	14	Over	3	DGNControl	11450
samp294	20	Over	3	DGNControl	11450
samp295	5	Over	3	DGNControl	11450
samp296	15	Over	3	DGNControl	11450
samp297	22	Over	3	DGNControl	11450
samp298	6	Over	3	DGNControl	11450
samp299	5	Over	3	DGNControl	11450
samp300	15	Over	3	DGNControl	11450
samp301	31	Over	3	DGNControl	11450
samp302	16	Over	3	DGNControl	11450
samp303	33	Over	3	DGNControl	11450
samp304	9	Over	3	DGNControl	11450
samp305	7	Over	3	DGNControl	11450
samp306	14	Over	3	DGNControl	11450
samp307	16	Over	3	DGNControl	11450
samp308	44	Over	3	DGNControl	11450
samp309	18	Over	3	DGNControl	11450
samp310	19	Over	3	DGNControl	11450
samp311	29	Over	3	DGNControl	11450
samp312	7	Over	3	DGNControl	11450
samp313	9	Over	3	DGNControl	11450
samp314	39	Over	3	DGNControl	11450
samp315	65	Over	3	DGNControl	11450
samp316	20	Over	3	DGNControl	11450
samp317	17	Over	3	DGNControl	11450
samp318	102	Over	3	DGNControl	11450
samp319	7	Over	3	DGNControl	11450
samp320	8	Over	3	DGNControl	11450
samp321	13	Over	3	DGNControl	11450
samp322	19	Over	3	DGNControl	11450
samp323	13	Over	3	DGNControl	11450
samp324	6	Over	3	DGNControl	11450
samp325	9	Over	3	DGNControl	11450
samp326	10	Over	3	DGNControl	11450
samp327	7	Over	3	DGNControl	11450
samp328	12	Over	3	DGNControl	11450
samp329	11	Over	3	DGNControl	11450
samp330	11	Over	3	DGNControl	11450
samp331	30	Over	3	DGNControl	11450
samp332	11	Over	3	DGNControl	11450
samp333	12	Over	3	DGNControl	11450
samp334	18	Over	3	DGNControl	11450
samp335	10	Over	3	DGNControl	11450
samp336	34	Over	3	DGNControl	11450
samp337	7	Over	3	DGNControl	11450
samp338	34	Over	3	DGNControl	11450
samp339	29	Over	3	DGNControl	11450
samp340	13	Over	3	DGNControl	11450
samp341	32	Over	3	DGNControl	11450
samp342	6	Over	3	DGNControl	11450
samp343	1	Over	3	DGNControl	11450
samp344	12	Over	3	DGNControl	11450
samp345	4	Over	3	DGNControl	11450
samp346	11	Over	3	DGNControl	11450
samp347	8	Over	3	DGNControl	11450
samp348	21	Over	3	DGNControl	11450
samp349	24	Over	3	DGNControl	11450
samp350	14	Over	3	DGNControl	11450
samp351	8	Over	3	DGNControl	11450
samp352	10	Over	3	DGNControl	11450
samp353	13	Over	3	DGNControl	11450
samp354	11	Over	3	DGNControl	11450
samp355	11	Over	3	DGNControl	11450
samp356	11	Over	3	DGNControl	11450
samp357	13	Over	3	DGNControl	11450
samp358	16	Over	3	DGNControl	11450
samp359	25	Over	3	DGNControl	11450
samp360	2	Over	3	DGNControl	11450
samp361	53	Over	3	DGNControl	11450
samp362	18	Over	3	DGNControl	11450
samp363	7	Over	3	DGNControl	11450
samp364	22	Over	3	DGNControl	11450
samp365	8	Over	3	DGNControl	11450
samp366	34	Over	3	DGNControl	11450
samp367	30	Over	3	DGNControl	11450
samp368	38	Over	3	DGNControl	11450
samp369	12	Over	3	DGNControl	11450
samp370	18	Over	3	DGNControl	11450
samp371	7	Over	3	DGNControl	11450
samp372	13	Over	3	DGNControl	11450
samp373	98	Over	3	DGNControl	11450
samp374	2	Over	3	DGNControl	11450
samp375	13	Over	3	DGNControl	11450
samp376	8	Over	3	DGNControl	11450
samp377	11	Over	3	DGNControl	11450
samp378	31	Over	3	DGNControl	11450
samp379	30	Over	3	DGNControl	11450
samp380	8	Over	3	DGNControl	11450
samp381	12	Over	3	DGNControl	11450
samp382	70	Over	3	DGNControl	11450
samp383	7	Over	3	DGNControl	11450
samp384	14	Over	3	DGNControl	11450
samp385	17	Over	3	DGNControl	11450
samp386	14	Over	3	DGNControl	11450
samp387	10	Over	3	DGNControl	11450
samp388	36	Over	3	DGNControl	11450
samp389	11	Over	3	DGNControl	11450
samp390	14	Over	3	DGNControl	11450
samp391	13	Over	3	DGNControl	11450
samp392	22	Over	3	DGNControl	11450
samp393	70	Over	3	DGNControl	11450
samp394	19	Over	3	DGNControl	11450
samp395	18	Over	3	DGNControl	11450
samp396	9	Over	3	DGNControl	11450
samp397	7	Over	3	DGNControl	11450
samp398	3	Over	3	DGNControl	11450
samp399	23	Over	3	DGNControl	11450
samp400	4	Over	3	DGNControl	11450
samp401	25	Over	3	DGNControl	11450
samp402	14	Over	3	DGNControl	11450
samp403	9	Over	3	DGNControl	11450
samp404	27	Over	3	DGNControl	11450
samp405	18	Over	3	DGNControl	11450
samp406	13	Over	3	DGNControl	11450
samp407	40	Over	3	DGNControl	11450
samp408	15	Over	3	DGNControl	11450
samp409	13	Over	3	DGNControl	11450
samp410	6	Over	3	DGNControl	11450
samp411	5	Over	3	DGNControl	11450
samp412	9	Over	3	DGNControl	11450
samp413	9	Over	3	DGNControl	11450
samp414	9	Over	3	DGNControl	11450
samp415	11	Over	3	DGNControl	11450
samp416	74	Over	3	DGNControl	11450
samp417	12	Over	3	DGNControl	11450
samp418	15	Over	3	DGNControl	11450
samp419	10	Over	3	DGNControl	11450
samp420	24	Over	3	DGNControl	11450
samp421	10	Over	3	DGNControl	11450
samp422	9	Over	3	DGNControl	11450
samp423	21	Over	3	DGNControl	11450
samp424	3	Over	3	DGNControl	11450
samp425	6	Over	3	DGNControl	11450
samp426	17	Over	3	DGNControl	11450
samp427	3	Over	3	DGNControl	11450
samp428	11	Over	3	DGNControl	11450
samp429	7	Over	3	DGNControl	11450
samp430	4	Over	3	DGNControl	11450
samp431	17	Over	3	DGNControl	11450
samp432	8	Over	3	DGNControl	11450
samp433	14	Over	3	DGNControl	11450
samp434	9	Over	3	DGNControl	11450
samp435	5	Over	3	DGNControl	11450
samp436	14	Over	3	DGNControl	11450
samp437	6	Over	3	DGNControl	11450
samp438	5	Over	3	DGNControl	11450
samp439	4	Over	3	DGNControl	11450
samp440	4	Over	3	DGNControl	11450
samp441	6	Over	3	DGNControl	11450
samp442	19	Over	3	DGNControl	11450
samp443	16	Over	3	DGNControl	11450
samp444	14	Over	3	DGNControl	11450
samp445	7	Over	3	DGNControl	11450
samp446	6	Over	3	DGNControl	11450
samp447	14	Over	3	DGNControl	11450
samp448	10	Over	3	DGNControl	11450
samp449	13	Over	3	DGNControl	11450
samp450	5	Over	3	DGNControl	11450
samp451	12	Over	3	DGNControl	11450
samp452	6	Over	3	DGNControl	11450
samp453	20	Over	3	DGNControl	11450
samp454	13	Over	3	DGNControl	11450
samp455	14	Over	3	DGNControl	11450
samp456	11	Over	3	DGNControl	11450
samp457	9	Over	3	DGNControl	11450
samp458	5	Over	3	DGNControl	11450
samp459	29	Over	3	DGNControl	11450
samp460	12	Over	3	DGNControl	11450
samp461	15	Over	3	DGNControl	11450
samp462	11	Over	3	DGNControl	11450
samp463	12	Over	3	DGNControl	11450
samp464	11	Over	3	DGNControl	11450
samp465	19	Over	3	DGNControl	11450
samp466	5	Over	3	DGNControl	11450
samp467	12	Over	3	DGNControl	11450
samp468	5	Over	3	DGNControl	11450
samp469	4	Over	3	DGNControl	11450
samp470	8	Over	3	DGNControl	11450
samp471	5	Over	3	DGNControl	11450
samp472	11	Over	3	DGNControl	11450
samp473	17	Over	3	DGNControl	11450
samp474	96	Over	3	DGNControl	11450
samp475	11	Over	3	DGNControl	11450
samp476	8	Over	3	DGNControl	11450
samp477	4	Over	3	DGNControl	11450
samp478	6	Over	3	DGNControl	11450
samp479	26	Over	3	DGNControl	11450
samp480	13	Over	3	DGNControl	11450
samp481	17	Over	3	DGNControl	11450
samp482	15	Over	3	DGNControl	11450
samp483	7	Over	3	DGNControl	11450
samp484	12	Over	3	DGNControl	11450
samp485	8	Over	3	DGNControl	11450
samp486	73	Over	3	DGNControl	11450
samp487	4	Over	3	DGNControl	11450
samp488	10	Over	3	DGNControl	11450
samp489	11	Over	3	DGNControl	11450
samp490	26	Over	3	DGNControl	11450
samp491	7	Over	3	DGNControl	11450
samp492	12	Over	3	DGNControl	11450
samp493	16	Over	3	DGNControl	11450
samp494	4	Over	3	DGNControl	11450
samp495	22	Over	3	DGNControl	11450
samp496	15	Over	3	DGNControl	11450
samp497	25	Over	3	DGNControl	11450
samp498	28	Over	3	DGNControl	11450
samp499	9	Over	3	DGNControl	11450
samp500	6	Over	3	DGNControl	11450
samp501	27	Over	3	DGNControl	11450
samp502	39	Over	3	DGNControl	11450
samp503	18	Over	3	DGNControl	11450
samp504	16	Over	3	DGNControl	11450
samp505	6	Over	3	DGNControl	11450
samp506	6	Over	3	DGNControl	11450
samp507	43	Over	3	DGNControl	11450
samp508	8	Over	3	DGNControl	11450
samp509	6	Over	3	DGNControl	11450
samp510	58	Over	3	DGNControl	11450
samp511	8	Over	3	DGNControl	11450
samp512	63	Over	3	DGNControl	11450
samp513	20	Over	3	DGNControl	11450
samp514	8	Over	3	DGNControl	11450
samp515	12	Over	3	DGNControl	11450
samp516	31	Over	3	DGNControl	11450
samp517	4	Over	3	DGNControl	11450
samp518	7	Over	3	DGNControl	11450
samp519	11	Over	3	DGNControl	11450
samp520	12	Over	3	DGNControl	11450
samp521	26	Over	3	DGNControl	11450
samp522	17	Over	3	DGNControl	11450
samp523	12	Over	3	DGNControl	11450
samp524	5	Over	3	DGNControl	11450
samp525	12	Over	3	DGNControl	11450
samp526	17	Over	3	DGNControl	11450
samp527	32	Over	3	DGNControl	11450
samp528	5	Over	3	DGNControl	11450
samp529	190	Over	3	DGNControl	11450
samp530	12	Over	3	DGNControl	11450
samp531	12	Over	3	DGNControl	11450
samp532	20	Over	3	DGNControl	11450
samp533	4	Over	3	DGNControl	11450
samp534	53	Over	3	DGNControl	11450
samp535	40	Over	3	DGNControl	11450
samp536	19	Over	3	DGNControl	11450
samp537	11	Over	3	DGNControl	11450
samp538	14	Over	3	DGNControl	11450
samp539	37	Over	3	DGNControl	11450
samp540	6	Over	3	DGNControl	11450
samp541	25	Over	3	DGNControl	11450
samp542	29	Over	3	DGNControl	11450
samp543	9	Over	3	DGNControl	11450
samp544	16	Over	3	DGNControl	11450
samp545	21	Over	3	DGNControl	11450
samp546	11	Over	3	DGNControl	11450
samp547	5	Over	3	DGNControl	11450
samp548	8	Over	3	DGNControl	11450
samp549	12	Over	3	DGNControl	11450
samp550	17	Over	3	DGNControl	11450
samp551	20	Over	3	DGNControl	11450
samp552	17	Over	3	DGNControl	11450
samp553	16	Over	3	DGNControl	11450
samp554	19	Over	3	DGNControl	11450
samp555	26	Over	3	DGNControl	11450
samp556	21	Over	3	DGNControl	11450
samp557	8	Over	3	DGNControl	11450
samp558	30	Over	3	DGNControl	11450
